Player,Squad,Liga,Season,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err
jofre,espanyol,La-Liga,2024-2025,14,5,3,0.565,13,16,15,13,0,13,29,0
frenkie de jong,barcelona,La-Liga,2024-2025,5,8,6,0.5,8,11,12,9,1,8,7,1
joan jordan,alaves,La-Liga,2024-2025,11,17,4,0.5670000000000001,17,18,9,12,0,12,21,0
juanmi,getafe,La-Liga,2024-2025,4,7,3,0.316,6,11,2,6,0,6,3,0
juanmi,betis,La-Liga,2024-2025,3,3,1,0.667,4,4,1,4,0,4,4,0
juanpe,girona,La-Liga,2024-2025,5,3,0,0.75,6,5,8,15,10,5,56,1
luiz lucio reis junior,villarreal,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,14,1
vinicius junior,real madrid,La-Liga,2024-2025,7,4,10,0.278,5,10,3,9,0,9,1,2
stanko juric,valladolid,La-Liga,2024-2025,26,19,3,0.396,19,24,24,35,11,24,52,0
willy kambwala,villarreal,La-Liga,2024-2025,14,2,1,0.833,10,12,10,10,7,3,56,1
abdoulaye keita,getafe,La-Liga,2024-2025,0,1,1,0.5,2,2,0,1,0,1,3,0
kenedy,valladolid,La-Liga,2024-2025,0,0,0,,0,0,0,1,0,1,0,0
kike,alaves,La-Liga,2024-2025,1,12,6,0.353,6,14,1,11,4,7,23,0
koke,atletico madrid,La-Liga,2024-2025,18,22,6,0.488,21,23,20,24,2,22,29,2
jules kounde,barcelona,La-Liga,2024-2025,29,23,11,0.667,44,43,20,35,5,30,68,2
alex kral,espanyol,La-Liga,2024-2025,28,24,3,0.5329999999999999,16,37,28,34,14,20,51,2
ladislav krejci,girona,La-Liga,2024-2025,19,4,0,0.5379999999999999,14,16,34,24,19,5,93,5
takefusa kubo,real sociedad,La-Liga,2024-2025,11,11,9,0.4,16,20,17,38,1,37,13,1
marash kumbulla,espanyol,La-Liga,2024-2025,35,14,2,0.585,24,26,34,48,35,13,224,2
luca de la torre,celta vigo,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
yoel lago,celta vigo,La-Liga,2024-2025,8,3,1,0.778,7,8,4,5,4,1,30,0
cyle larin,mallorca,La-Liga,2024-2025,1,6,5,0.3329999999999999,3,6,1,12,3,9,16,0
juanmi latasa,valladolid,La-Liga,2024-2025,1,1,2,0.3329999999999999,2,2,0,4,1,3,11,1
toni lato,mallorca,La-Liga,2024-2025,6,5,6,0.636,7,11,6,10,4,6,33,0
robin le normand,atletico madrid,La-Liga,2024-2025,23,4,0,0.6,12,18,10,20,9,11,120,1
florian lejeune,rayo vallecano,La-Liga,2024-2025,30,14,2,0.535,23,28,41,38,32,6,181,1
inigo lekue,athletic club,La-Liga,2024-2025,12,3,0,0.529,9,12,9,7,2,5,29,2
thomas lemar,atletico madrid,La-Liga,2024-2025,1,1,0,0.5,2,1,0,0,0,0,1,0
clement lenglet,atletico madrid,La-Liga,2024-2025,19,8,0,0.733,11,17,22,24,18,6,104,1
robert lewandowski,barcelona,La-Liga,2024-2025,1,5,4,0.455,5,5,3,14,2,12,26,0
samuel lino,atletico madrid,La-Liga,2024-2025,25,4,4,0.423,22,17,8,23,4,19,13,0
javier llabres,mallorca,La-Liga,2024-2025,0,0,0,,0,0,0,1,0,1,0,0
diego llorente,betis,La-Liga,2024-2025,23,12,1,0.6579999999999999,25,20,43,29,20,9,154,1
marcos llorente,atletico madrid,La-Liga,2024-2025,38,27,4,0.655,36,52,27,32,7,25,51,1
giovani lo celso,betis,La-Liga,2024-2025,8,17,9,0.68,17,22,5,14,2,12,3,1
enzo loiodice,las palmas,La-Liga,2024-2025,8,9,0,0.3,3,7,10,4,1,3,7,2
david lopez,mallorca,La-Liga,2024-2025,3,0,0,1.0,2,2,1,2,2,0,10,0
david lopez,girona,La-Liga,2024-2025,22,7,3,0.581,18,24,14,22,12,10,111,2
diego lopez,valencia,La-Liga,2024-2025,11,16,4,0.34,16,18,16,30,0,30,15,0
fer lopez,celta vigo,La-Liga,2024-2025,1,6,2,0.154,2,5,2,10,0,10,7,0
fermin lopez,barcelona,La-Liga,2024-2025,3,9,7,0.25,8,15,5,11,0,11,3,0
javi lopez,real sociedad,La-Liga,2024-2025,23,12,5,0.622,23,23,11,21,7,14,59,2
pau lopez,girona,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
roberto lopez,leganes,La-Liga,2024-2025,4,4,0,0.3329999999999999,5,6,1,5,0,5,7,2
unai lopez,rayo vallecano,La-Liga,2024-2025,14,12,5,0.472,17,21,21,18,6,12,20,0
iker losada,celta vigo,La-Liga,2024-2025,0,1,2,0.2,1,3,1,4,1,3,8,0
iker losada,betis,La-Liga,2024-2025,2,4,4,0.5,5,7,3,2,0,2,2,0
pol lozano,espanyol,La-Liga,2024-2025,23,25,5,0.431,25,34,22,32,6,26,31,0
jose luis gaya,valencia,La-Liga,2024-2025,39,15,3,0.69,40,40,25,16,2,14,61,0
dodi lukebakio,sevilla,La-Liga,2024-2025,8,8,6,0.556,15,14,11,18,1,17,17,2
daniel luna,mallorca,La-Liga,2024-2025,0,0,0,,0,0,0,1,0,1,0,0
andriy lunin,real madrid,La-Liga,2024-2025,1,0,0,,0,0,0,0,0,0,3,0
darwin machis,valladolid,La-Liga,2024-2025,3,2,0,0.3329999999999999,3,4,5,3,0,3,13,0
pablo maffeo,mallorca,La-Liga,2024-2025,43,14,3,0.7390000000000001,34,40,25,32,11,21,103,1
jon magunazelaia,real sociedad,La-Liga,2024-2025,1,0,0,,0,1,0,0,0,0,0,0
giorgi mamardashvili,valencia,La-Liga,2024-2025,2,0,0,0.667,2,2,1,0,0,0,16,3
reinildo mandava,atletico madrid,La-Liga,2024-2025,10,7,1,0.556,10,11,16,11,5,6,35,0
javier manquillo,celta vigo,La-Liga,2024-2025,4,3,0,0.2,2,5,7,5,3,2,14,0
marcao,sevilla,La-Liga,2024-2025,6,4,0,0.6,3,7,7,9,6,3,29,1
oscar de marcos,athletic club,La-Liga,2024-2025,15,13,4,0.568,21,15,16,17,1,16,35,0
alberto mari,valencia,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
jose maria gimenez,atletico madrid,La-Liga,2024-2025,18,8,0,0.607,17,16,27,29,19,10,115,2
arkaitz mariezkurrena,real sociedad,La-Liga,2024-2025,1,0,0,0.0,0,0,1,4,1,3,4,0
pablo marin,real sociedad,La-Liga,2024-2025,6,13,6,0.526,10,17,5,12,3,9,14,0
mika marmol,las palmas,La-Liga,2024-2025,35,24,2,0.654,34,29,38,46,14,32,121,2
mario maroto,valladolid,La-Liga,2024-2025,0,0,0,0.0,0,0,2,0,0,0,2,0
unai marrero,real sociedad,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
carlos martin,alaves,La-Liga,2024-2025,18,16,9,0.265,13,21,5,30,1,29,20,0
diego martin,las palmas,La-Liga,2024-2025,0,0,1,1.0,1,1,0,0,0,0,1,0
gerard martin,barcelona,La-Liga,2024-2025,10,7,5,0.688,11,10,13,16,2,14,27,0
ivan martin,girona,La-Liga,2024-2025,14,14,4,0.441,15,19,11,20,6,14,15,1
jon martin,real sociedad,La-Liga,2024-2025,7,3,1,0.667,6,9,7,13,9,4,80,1
mario martin,valladolid,La-Liga,2024-2025,31,27,4,0.429,21,32,21,32,7,25,46,7
arnau martinez,girona,La-Liga,2024-2025,30,15,6,0.508,32,28,31,18,6,12,76,2
inigo martinez,barcelona,La-Liga,2024-2025,20,5,0,0.727,16,14,18,18,7,11,108,1
javi martinez,osasuna,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
ramon martinez,sevilla,La-Liga,2024-2025,5,1,0,0.6,3,3,2,2,1,1,23,0
toni martinez,alaves,La-Liga,2024-2025,5,4,3,0.5,4,7,1,8,2,6,15,0
javi marton,athletic club,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
marvin,las palmas,La-Liga,2024-2025,12,9,4,0.423,11,13,15,17,6,11,34,0
omar mascarell,mallorca,La-Liga,2024-2025,13,13,1,0.4,14,13,49,33,21,12,59,3
jaime mata,las palmas,La-Liga,2024-2025,2,6,0,0.3329999999999999,3,2,3,5,1,4,11,0
borja mayoral,getafe,La-Liga,2024-2025,2,2,1,0.3329999999999999,3,4,2,4,0,4,6,0
kylian mbappe,real madrid,La-Liga,2024-2025,1,3,4,0.2,1,5,1,3,0,3,1,1
oliver mcburnie,las palmas,La-Liga,2024-2025,5,8,2,0.417,5,7,6,15,5,10,24,0
scott mckenna,las palmas,La-Liga,2024-2025,16,5,0,0.75,9,13,9,36,28,8,163,2
mateo mejia,sevilla,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
arthur melo,girona,La-Liga,2024-2025,8,12,5,0.519,14,11,8,5,1,4,12,1
brais mendez,real sociedad,La-Liga,2024-2025,6,14,4,0.375,9,13,7,14,1,13,16,1
ferland mendy,real madrid,La-Liga,2024-2025,7,6,4,0.75,9,14,9,11,4,7,8,1
nobel mendy,betis,La-Liga,2024-2025,0,0,0,,0,0,4,2,0,2,10,1
victor meseguer,valladolid,La-Liga,2024-2025,4,4,2,0.2,2,6,2,3,0,3,4,1
miguel,leganes,La-Liga,2024-2025,6,4,6,0.286,4,7,4,15,4,11,23,1
eder militao,real madrid,La-Liga,2024-2025,14,5,0,0.583,7,17,12,13,8,5,35,0
luis milla,getafe,La-Liga,2024-2025,28,25,8,0.486,35,40,24,25,0,25,28,3
pere milla,espanyol,La-Liga,2024-2025,5,0,1,0.0559999999999999,1,2,3,10,2,8,5,0
oscar mingueza,celta vigo,La-Liga,2024-2025,21,12,5,0.377,26,24,22,35,5,30,46,7
kim minsu,girona,La-Liga,2024-2025,0,1,0,,0,0,0,0,0,0,0,0
bojan miovski,girona,La-Liga,2024-2025,2,2,3,0.286,2,5,2,4,0,4,7,0
rafa mir,valencia,La-Liga,2024-2025,8,4,0,0.3329999999999999,3,6,5,5,0,5,9,0
luka modric,real madrid,La-Liga,2024-2025,16,13,2,0.4379999999999999,14,20,27,17,5,12,17,0
johan mojica,mallorca,La-Liga,2024-2025,26,6,3,0.475,19,23,26,13,5,8,84,3
alberto moleiro,las palmas,La-Liga,2024-2025,12,14,1,0.375,18,12,18,24,0,24,8,0
nahuel molina,atletico madrid,La-Liga,2024-2025,21,21,2,0.5539999999999999,31,19,13,16,3,13,53,0
jon moncayola,osasuna,La-Liga,2024-2025,29,33,8,0.517,31,41,11,34,3,31,20,0
gonzalo montiel,sevilla,La-Liga,2024-2025,3,1,0,0.75,3,2,2,0,0,0,11,0
gerard moreno,villarreal,La-Liga,2024-2025,3,2,2,0.25,3,4,2,0,0,0,8,0
xavier moreno,valladolid,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
mateu morey,mallorca,La-Liga,2024-2025,13,6,3,0.545,12,18,15,11,0,11,32,2
ilaix moriba,celta vigo,La-Liga,2024-2025,24,30,14,0.561,32,42,14,29,4,25,33,1
manu morlanes,mallorca,La-Liga,2024-2025,18,20,5,0.6,18,27,24,19,8,11,16,0
raul moro,valladolid,La-Liga,2024-2025,15,4,3,0.406,13,13,10,8,0,8,20,1
cristhian mosquera,valencia,La-Liga,2024-2025,41,13,2,0.775,31,36,35,37,24,13,128,4
santiago mourino,alaves,La-Liga,2024-2025,31,12,0,0.5529999999999999,21,28,29,27,12,15,120,0
abdul mumin,rayo vallecano,La-Liga,2024-2025,30,7,0,0.63,17,25,23,40,29,11,125,0
aihen munoz,real sociedad,La-Liga,2024-2025,14,8,2,0.5,14,12,14,11,6,5,47,0
alex munoz,las palmas,La-Liga,2024-2025,22,16,1,0.5529999999999999,21,29,16,28,11,17,69,0
iker munoz,osasuna,La-Liga,2024-2025,3,2,0,0.3329999999999999,3,2,4,9,2,7,12,1
javier munoz,las palmas,La-Liga,2024-2025,18,17,10,0.348,16,35,31,27,4,23,39,3
victor munoz,real madrid,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
vedat muriqi,mallorca,La-Liga,2024-2025,3,2,2,0.429,3,5,7,7,1,6,43,0
juan musso,atletico madrid,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
matija nastasic,leganes,La-Liga,2024-2025,21,4,0,0.68,17,11,21,39,30,9,165,0
natan,betis,La-Liga,2024-2025,24,9,2,0.867,26,24,28,24,14,10,123,2
pau navarro,villarreal,La-Liga,2024-2025,15,6,2,0.487,19,17,4,13,6,7,41,0
roberto navarro,mallorca,La-Liga,2024-2025,14,11,4,0.474,9,22,19,18,0,18,12,0
jesus navas,sevilla,La-Liga,2024-2025,3,0,2,0.0,0,2,4,1,0,1,6,0
yvan neyou,leganes,La-Liga,2024-2025,21,26,6,0.4679999999999999,22,33,26,35,5,30,38,1
tanguy nianzou,sevilla,La-Liga,2024-2025,6,0,1,0.833,5,5,8,1,0,1,27,0
saul niguez,sevilla,La-Liga,2024-2025,16,24,7,0.387,12,32,22,25,2,23,34,0
tamas nikitscher,valladolid,La-Liga,2024-2025,8,9,0,0.615,8,8,11,17,4,13,16,1
adrian nino,atletico madrid,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
hugo novoa,alaves,La-Liga,2024-2025,4,3,1,1.0,5,5,0,2,1,1,6,0
randy nteka,rayo vallecano,La-Liga,2024-2025,3,9,4,0.417,5,5,4,13,2,11,20,0
unai nunez,athletic club,La-Liga,2024-2025,7,3,0,0.5710000000000001,4,5,17,4,4,0,46,1
rjan nyland,sevilla,La-Liga,2024-2025,3,0,0,0.6,3,2,0,0,0,0,12,4
allan nyom,getafe,La-Liga,2024-2025,7,9,2,0.882,15,11,4,4,2,2,23,0
jan oblak,atletico madrid,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,17,2
lucas ocampos,sevilla,La-Liga,2024-2025,2,0,1,0.5,1,2,0,2,0,2,2,0
alvaro odriozola,real sociedad,La-Liga,2024-2025,1,0,0,,0,1,0,0,0,0,1,0
thiago ojeda,villarreal,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
aingeru olabarrieta,athletic club,La-Liga,2024-2025,0,0,0,,0,0,1,2,0,2,1,0
olasagasti,real sociedad,La-Liga,2024-2025,7,9,5,0.444,8,10,15,8,2,6,10,0
brian olivan,espanyol,La-Liga,2024-2025,7,6,0,0.308,4,10,10,6,2,4,23,0
lucas oliveira rosa,valladolid,La-Liga,2024-2025,40,11,2,0.6859999999999999,35,33,28,24,9,15,69,2
dani olmo,barcelona,La-Liga,2024-2025,8,5,3,0.286,4,11,3,6,3,3,11,1
aimar oroz,osasuna,La-Liga,2024-2025,16,13,6,0.304,14,19,20,29,2,27,10,0
angel ortiz,betis,La-Liga,2024-2025,8,3,1,0.471,8,8,5,6,0,6,7,0
gabriel osei misehouy,girona,La-Liga,2024-2025,0,1,0,0.0,0,1,0,0,0,0,0,0
david otorbi,valencia,La-Liga,2024-2025,0,0,0,,0,0,0,1,0,1,0,0
jesus owono,alaves,La-Liga,2024-2025,1,0,0,1.0,1,1,0,0,0,0,2,0
mikel oyarzabal,real sociedad,La-Liga,2024-2025,9,10,6,0.435,10,16,4,17,1,16,15,0
cenk ozkacar,valladolid,La-Liga,2024-2025,7,2,0,0.286,4,5,18,9,6,3,69,1
jon pacheco,real sociedad,La-Liga,2024-2025,12,3,0,0.833,10,9,9,8,6,2,49,2
alex padilla,athletic club,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,2,1
isaac palazon camacho,rayo vallecano,La-Liga,2024-2025,10,6,6,0.235,8,17,8,22,3,19,13,1
aitor paredes,athletic club,La-Liga,2024-2025,10,5,0,0.5329999999999999,8,13,22,26,15,11,114,4
daniel parejo,villarreal,La-Liga,2024-2025,27,20,5,0.537,29,40,24,24,7,17,40,1
iago parente,valladolid,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,2,0
alvaro pascual,sevilla,La-Liga,2024-2025,0,3,2,0.2,1,3,2,4,0,4,9,0
alfonso pedraza,villarreal,La-Liga,2024-2025,2,0,1,0.5,2,2,6,3,1,2,16,0
pedri,barcelona,La-Liga,2024-2025,14,38,9,0.3429999999999999,24,34,26,45,3,42,21,1
adria pedrosa,sevilla,La-Liga,2024-2025,34,16,6,0.574,31,32,24,43,11,32,85,0
pejino,las palmas,La-Liga,2024-2025,0,1,0,1.0,1,1,0,0,0,0,0,0
andy pelmard,las palmas,La-Liga,2024-2025,3,2,0,0.8,4,0,2,3,1,2,20,0
inaki pena,barcelona,La-Liga,2024-2025,0,0,0,0.0,0,0,0,0,0,0,20,1
ruben pena,osasuna,La-Liga,2024-2025,4,3,5,0.208,5,5,6,11,0,11,12,0
nicolas pepe,villarreal,La-Liga,2024-2025,12,6,4,0.353,6,9,5,12,1,11,12,0
peque,sevilla,La-Liga,2024-2025,4,10,2,0.412,7,5,8,16,0,16,5,0
ayoze perez,villarreal,La-Liga,2024-2025,5,18,4,0.25,6,14,8,17,0,17,15,0
carles perez,getafe,La-Liga,2024-2025,11,14,8,0.4379999999999999,21,23,6,19,2,17,22,0
francisco perez,valencia,La-Liga,2024-2025,7,8,2,0.625,10,12,3,8,1,7,6,0
kike perez,valladolid,La-Liga,2024-2025,15,19,3,0.5770000000000001,15,26,7,16,4,12,18,0
luis perez,valladolid,La-Liga,2024-2025,25,11,5,0.6,24,30,29,26,9,17,86,0
romain perraud,betis,La-Liga,2024-2025,15,16,5,0.457,21,22,22,18,4,14,71,1
valentin pezzolesi,las palmas,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,1,1
pica,alaves,La-Liga,2024-2025,7,2,0,0.444,4,7,9,7,6,1,26,0
yeremi pino,villarreal,La-Liga,2024-2025,20,32,8,0.492,32,32,8,38,3,35,18,0
portu,girona,La-Liga,2024-2025,5,5,3,0.7,7,7,0,8,0,8,2,0
benat prados,athletic club,La-Liga,2024-2025,20,27,8,0.472,25,36,28,21,2,19,26,0
abdon prats,mallorca,La-Liga,2024-2025,1,1,0,0.5,1,1,1,2,1,1,5,0
javi puado,espanyol,La-Liga,2024-2025,14,4,4,0.4,8,17,5,18,3,15,19,0
dani raba,leganes,La-Liga,2024-2025,17,15,5,0.405,17,23,14,27,3,24,19,1
arnau rafus,valladolid,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,0,1
antonio raillo,mallorca,La-Liga,2024-2025,18,10,3,0.7,14,18,29,51,38,13,222,1
benito ramirez,las palmas,La-Liga,2024-2025,4,6,0,0.563,9,5,1,8,3,5,14,1
sandro ramirez,las palmas,La-Liga,2024-2025,10,13,4,0.433,13,15,16,20,0,20,22,2
jacobo ramon,real madrid,La-Liga,2024-2025,4,3,0,1.0,2,3,3,1,0,1,8,2
raphinha,barcelona,La-Liga,2024-2025,6,19,11,0.487,19,22,11,29,2,27,26,0
andrei ratiu,rayo vallecano,La-Liga,2024-2025,40,21,10,0.6,42,41,27,45,5,40,73,2
raul,osasuna,La-Liga,2024-2025,3,6,4,0.5,5,8,0,4,0,4,6,0
abderrahman rebbach,alaves,La-Liga,2024-2025,3,0,0,0.0,0,2,0,4,0,4,6,0
alex remiro,real sociedad,La-Liga,2024-2025,1,0,0,0.5,1,0,0,0,0,0,18,4
daniel requena,villarreal,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
diego rico,getafe,La-Liga,2024-2025,47,29,5,0.5529999999999999,47,49,34,41,3,38,102,2
luis rioja,alaves,La-Liga,2024-2025,0,1,1,0.5,1,1,0,2,0,2,0,0
luis rioja,valencia,La-Liga,2024-2025,14,12,7,0.3329999999999999,14,21,22,30,1,29,44,1
rodrigo riquelme,atletico madrid,La-Liga,2024-2025,4,6,1,0.545,6,5,2,3,0,3,3,0
alberto risco,getafe,La-Liga,2024-2025,2,0,2,0.1669999999999999,1,4,0,2,0,2,0,0
mihailo ristic,celta vigo,La-Liga,2024-2025,4,2,1,0.667,4,7,2,1,0,1,18,0
gorka rivera alonso,getafe,La-Liga,2024-2025,0,2,0,1.0,2,0,0,0,0,0,0,0
marc roca,betis,La-Liga,2024-2025,10,9,1,0.529,9,14,14,17,5,12,14,2
rodri,betis,La-Liga,2024-2025,1,1,0,0.5,1,1,1,2,1,1,1,1
adrian rodriguez,alaves,La-Liga,2024-2025,0,0,0,0.0,0,0,0,0,0,0,3,1
alvaro rodriguez,getafe,La-Liga,2024-2025,0,7,3,0.5,5,7,3,23,0,23,12,0
oscar rodriguez arnaiz,leganes,La-Liga,2024-2025,10,16,6,0.4379999999999999,14,17,20,10,1,9,20,0
arturo rodriguez,las palmas,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
damian rodriguez,celta vigo,La-Liga,2024-2025,3,10,1,0.375,6,9,7,6,1,5,13,0
dani rodriguez,mallorca,La-Liga,2024-2025,18,21,10,0.519,14,29,12,22,3,19,30,0
daniel rodriguez,barcelona,La-Liga,2024-2025,0,0,0,,0,0,0,1,0,1,0,0
james rodriguez,rayo vallecano,La-Liga,2024-2025,1,2,0,0.0,0,2,1,2,0,2,0,0
javi rodriguez,celta vigo,La-Liga,2024-2025,35,17,1,0.7020000000000001,33,38,33,29,10,19,96,2
jesus rodriguez,betis,La-Liga,2024-2025,6,6,4,0.278,5,14,6,16,0,16,3,0
kirian rodriguez,las palmas,La-Liga,2024-2025,12,18,3,0.512,22,17,10,22,4,18,21,0
ricardo rodriguez,betis,La-Liga,2024-2025,16,5,7,0.654,17,15,8,10,1,9,51,0
rodrygo,real madrid,La-Liga,2024-2025,14,5,2,0.304,7,14,11,18,1,17,9,0
leo roman,mallorca,La-Liga,2024-2025,0,0,0,,0,0,0,0,0,0,6,0
carlos romero,espanyol,La-Liga,2024-2025,49,16,8,0.5489999999999999,45,47,30,50,15,35,102,1
isaac romero,sevilla,La-Liga,2024-2025,4,4,5,0.188,3,7,7,18,1,17,27,0
luka romero,alaves,La-Liga,2024-2025,1,1,2,0.667,2,4,1,2,0,2,0,0
oriol romeu,girona,La-Liga,2024-2025,14,19,5,0.5379999999999999,14,25,12,22,8,14,20,4
vitor roque,betis,La-Liga,2024-2025,1,6,4,0.2,1,6,7,5,0,5,4,0
valentin rosier,leganes,La-Liga,2024-2025,48,16,8,0.632,43,52,52,40,15,25,149,2
antonio rudiger,real madrid,La-Liga,2024-2025,14,6,0,0.733,11,13,9,22,14,8,96,1
aitor ruibal,betis,La-Liga,2024-2025,22,4,6,0.532,25,23,14,20,5,15,40,1
abel ruiz,girona,La-Liga,2024-2025,2,2,2,0.4,2,2,5,7,2,5,7,0
ferran ruiz,girona,La-Liga,2024-2025,0,0,0,,0,0,1,2,1,1,0,0
youssouf sabaly,betis,La-Liga,2024-2025,21,15,4,0.75,24,25,13,21,4,17,40,0
umar sadiq,valencia,La-Liga,2024-2025,3,5,2,0.667,4,5,1,7,0,7,7,0
umar sadiq,real sociedad,La-Liga,2024-2025,1,1,0,0.5,1,1,1,3,1,2,2,0
jorge saenz,leganes,La-Liga,2024-2025,18,18,1,0.55,11,23,25,26,17,9,161,0
jan salas,mallorca,La-Liga,2024-2025,2,1,0,1.0,2,1,0,0,0,0,0,0
kike salas,sevilla,La-Liga,2024-2025,24,16,7,0.5870000000000001,27,28,32,26,14,12,146,0
albert sambi lokonga,sevilla,La-Liga,2024-2025,10,9,3,0.7140000000000001,10,15,9,13,1,12,24,3
chuky san jose,valladolid,La-Liga,2024-2025,3,3,2,0.222,2,2,0,4,1,3,4,0
oihan sancet,athletic club,La-Liga,2024-2025,6,6,1,0.357,5,8,5,10,0,10,6,0
antonio sanchez,mallorca,La-Liga,2024-2025,16,8,4,0.389,14,16,18,16,2,14,36,1
ivan sanchez,valladolid,La-Liga,2024-2025,18,10,9,0.444,12,20,14,18,3,15,10,0
javi sanchez,valladolid,La-Liga,2024-2025,19,6,1,0.654,17,16,22,39,28,11,111,3
juanlu sanchez,sevilla,La-Liga,2024-2025,28,15,7,0.593,35,34,17,27,2,25,19,0
manu sanchez,alaves,La-Liga,2024-2025,40,33,10,0.594,41,56,30,51,12,39,76,1
maroan sannadi,athletic club,La-Liga,2024-2025,1,4,0,0.286,2,0,1,1,0,1,2,1
jesus santiago,getafe,La-Liga,2024-2025,6,8,0,0.5,5,8,1,6,2,4,3,0
aleksandar sedlar,alaves,La-Liga,2024-2025,7,11,0,0.8,8,10,10,2,1,1,24,1
sergi,leganes,La-Liga,2024-2025,22,16,2,0.563,18,29,39,38,29,9,185,2
nicolas serrano,athletic club,La-Liga,2024-2025,0,1,0,0.3329999999999999,1,1,1,4,0,4,1,0
fabio silva,las palmas,La-Liga,2024-2025,4,5,3,0.286,4,7,4,12,0,12,27,0
rui silva,betis,La-Liga,2024-2025,0,0,0,0.0,0,0,0,1,0,1,7,0
giuliano simeone,atletico madrid,La-Liga,2024-2025,6,11,10,0.5,15,13,14,22,3,19,22,1
unai simon,athletic club,La-Liga,2024-2025,0,0,0,,0,0,1,1,0,1,14,4
daley sinkgraven,las palmas,La-Liga,2024-2025,3,2,0,0.3329999999999999,1,1,1,1,0,1,2,0
jailson siqueira,celta vigo,La-Liga,2024-2025,9,3,1,0.818,9,11,9,6,4,2,28,1
antonio sivera,alaves,La-Liga,2024-2025,2,0,0,1.0,2,1,0,1,0,1,20,0
justin smith,espanyol,La-Liga,2024-2025,3,6,0,0.667,4,3,4,5,1,4,3,0
alex sola,getafe,La-Liga,2024-2025,9,12,0,0.36,9,14,7,8,0,8,11,1
arnau sola,villarreal,La-Liga,2024-2025,0,0,0,0.0,0,0,0,1,1,0,0,0
jhon solis,girona,La-Liga,2024-2025,3,9,1,0.429,6,7,4,13,1,12,6,1
david soria,getafe,La-Liga,2024-2025,4,0,0,0.8,4,4,1,0,0,0,21,3
juan soriano,leganes,La-Liga,2024-2025,1,0,0,1.0,1,1,0,0,0,0,2,0
hugo sotelo,celta vigo,La-Liga,2024-2025,8,10,10,0.419,13,17,5,9,1,8,9,1
djibril sow,sevilla,La-Liga,2024-2025,13,10,2,0.471,8,14,28,18,3,15,26,1
carl starfelt,celta vigo,La-Liga,2024-2025,25,14,1,0.667,18,20,31,29,21,8,129,3
orri steinn oskarsson,real sociedad,La-Liga,2024-2025,2,1,3,0.25,2,6,2,10,1,9,11,0
stoichkov,alaves,La-Liga,2024-2025,6,7,1,0.545,6,9,1,2,0,2,7,0
cristhian stuani,girona,La-Liga,2024-2025,1,7,1,0.625,5,7,7,4,1,3,11,0
alex suarez,las palmas,La-Liga,2024-2025,30,9,1,0.741,20,23,13,39,24,15,107,2
denis suarez,villarreal,La-Liga,2024-2025,7,2,3,0.4,4,8,3,4,1,3,3,0
luka sucic,real sociedad,La-Liga,2024-2025,8,12,5,0.385,10,18,15,30,2,28,16,1
suso,sevilla,La-Liga,2024-2025,3,6,1,0.364,4,7,4,4,0,4,2,0
williot swedberg,celta vigo,La-Liga,2024-2025,9,10,4,0.65,13,16,3,12,1,11,10,1
mamadou sylla,valladolid,La-Liga,2024-2025,3,3,2,0.222,2,4,3,8,0,8,14,1
wojciech szczesny,barcelona,La-Liga,2024-2025,1,0,0,,0,1,0,0,0,0,20,1
alexander srloth,atletico madrid,La-Liga,2024-2025,2,5,2,0.5,3,5,1,6,1,5,28,0
renato tapia,leganes,La-Liga,2024-2025,30,27,4,0.48,24,35,27,58,23,35,86,2
cesar tarrega,valencia,La-Liga,2024-2025,33,13,3,0.613,19,37,22,41,20,21,222,2
aurelien tchouameni,real madrid,La-Liga,2024-2025,25,19,3,0.512,21,23,46,34,25,9,92,1
alvaro tejero,espanyol,La-Liga,2024-2025,7,6,1,0.304,7,4,13,9,1,8,34,1
martin tejon,valencia,La-Liga,2024-2025,0,2,0,0.5,1,0,0,0,0,0,0,0
