Player,Squad,Liga,Season,Fls,Off,Crosses,Recov,Aerialwon%
james tarkowski,Everton,Premier-League,2024-2025,35,2,1,98,0.7559999999999999
marcus tavernier,Bournemouth,Premier-League,2024-2025,34,4,108,119,0.441
charlie taylor,Southampton,Premier-League,2024-2025,2,0,9,10,0.75
jack taylor,Ipswich Town,Premier-League,2024-2025,16,0,7,53,0.467
mathys tel,Tottenham,Premier-League,2024-2025,14,1,35,38,0.364
kenny tete,Fulham,Premier-League,2024-2025,35,1,38,74,0.522
thiago,Brentford,Premier-League,2024-2025,3,1,2,12,0.583
luke thomas,Leicester City,Premier-League,2024-2025,16,0,29,42,0.542
youri tielemans,Aston Villa,Premier-League,2024-2025,41,0,119,145,0.55
kieran tierney,Arsenal,Premier-League,2024-2025,1,2,14,6,0.5
jurrien timber,Arsenal,Premier-League,2024-2025,31,6,28,94,0.524
jeanclair todibo,West Ham,Premier-League,2024-2025,16,0,3,79,0.519
harry toffolo,Nott'ham Forest,Premier-League,2024-2025,1,0,4,2,1.0
takehiro tomiyasu,Arsenal,Premier-League,2024-2025,0,0,0,0,
sandro tonali,Newcastle Utd,Premier-League,2024-2025,37,2,54,177,0.5
pau torres,Aston Villa,Premier-League,2024-2025,8,0,3,62,0.38299999999999995
conor townsend,Ipswich Town,Premier-League,2024-2025,2,0,12,8,0.6
adama traore,Fulham,Premier-League,2024-2025,24,1,100,87,0.49
boubacar traore,Wolves,Premier-League,2024-2025,0,0,0,0,0.0
mark travers,Bournemouth,Premier-League,2024-2025,0,0,0,3,1.0
ryan trevitt,Brentford,Premier-League,2024-2025,0,0,0,2,
kieran trippier,Newcastle Utd,Premier-League,2024-2025,16,2,82,68,0.595
leandro trossard,Arsenal,Premier-League,2024-2025,27,6,86,104,0.2
kostas tsimikas,Liverpool,Premier-League,2024-2025,9,1,64,31,0.385
axel tuanzebe,Ipswich Town,Premier-League,2024-2025,17,0,10,49,0.55
destiny udogie,Tottenham,Premier-League,2024-2025,29,3,19,111,0.5
manuel ugarte ribeiro,Manchester Utd,Premier-League,2024-2025,41,0,7,122,0.5
lesley ugochukwu,Southampton,Premier-League,2024-2025,31,0,6,67,0.526
enes unal,Bournemouth,Premier-League,2024-2025,6,1,4,16,0.522
virgil van dijk,Liverpool,Premier-League,2024-2025,17,0,1,115,0.721
jamie vardy,Leicester City,Premier-League,2024-2025,25,27,11,39,0.47600000000000003
renato veiga,Chelsea,Premier-League,2024-2025,6,1,0,9,0.5
joel veltman,Brighton,Premier-League,2024-2025,27,0,24,68,0.5379999999999999
micky van de ven,Tottenham,Premier-League,2024-2025,10,0,0,63,0.48700000000000004
bart verbruggen,Brighton,Premier-League,2024-2025,0,0,0,59,0.909
jannik vestergaard,Leicester City,Premier-League,2024-2025,12,0,0,46,0.578
guglielmo vicario,Tottenham,Premier-League,2024-2025,0,0,0,32,1.0
carlos vinicius,Fulham,Premier-League,2024-2025,0,0,0,0,
kyle walker,Manchester City,Premier-League,2024-2025,6,1,14,46,0.563
kyle walkerpeters,Southampton,Premier-League,2024-2025,28,2,51,135,0.344
christian walton,Ipswich Town,Premier-League,2024-2025,0,0,0,6,1.0
aaron wanbissaka,West Ham,Premier-League,2024-2025,25,5,76,174,0.4
danny ward,Leicester City,Premier-League,2024-2025,0,0,0,1,
joel ward,Crystal Palace,Premier-League,2024-2025,4,0,0,7,1.0
james wardprowse,West Ham,Premier-League,2024-2025,10,0,49,52,0.667
james wardprowse,Nott'ham Forest,Premier-League,2024-2025,7,0,19,19,0.375
ollie watkins,Aston Villa,Premier-League,2024-2025,29,16,7,43,0.423
adam webster,Brighton,Premier-League,2024-2025,7,1,2,35,0.8
danny welbeck,Brighton,Premier-League,2024-2025,11,4,3,46,0.34700000000000003
welington,Southampton,Premier-League,2024-2025,6,1,17,21,0.556
timo werner,Tottenham,Premier-League,2024-2025,3,5,28,18,0.0
adam wharton,Crystal Palace,Premier-League,2024-2025,12,0,39,102,0.304
ben white,Arsenal,Premier-League,2024-2025,10,1,17,37,0.667
mats wieffer,Brighton,Premier-League,2024-2025,23,1,13,68,0.561
neco williams,Nott'ham Forest,Premier-League,2024-2025,24,2,59,110,0.5710000000000001
willian,Fulham,Premier-League,2024-2025,1,0,16,14,0.25
joe willock,Newcastle Utd,Premier-League,2024-2025,23,3,18,40,0.263
callum wilson,Newcastle Utd,Premier-League,2024-2025,4,3,2,11,0.111
harry wilson,Fulham,Premier-League,2024-2025,12,1,41,55,0.2
harry winks,Leicester City,Premier-League,2024-2025,9,0,34,106,0.5710000000000001
ben winterburn,Bournemouth,Premier-League,2024-2025,0,0,0,2,1.0
yoane wissa,Brentford,Premier-League,2024-2025,34,14,20,81,0.455
chris wood,Nott'ham Forest,Premier-League,2024-2025,25,28,1,50,0.397
nathan woodgordon,Southampton,Premier-League,2024-2025,9,0,3,20,0.652
luke woolfenden,Ipswich Town,Premier-League,2024-2025,5,1,0,38,0.5
yehor yarmoliuk,Brentford,Premier-League,2024-2025,19,2,16,113,0.444
ryan yates,Nott'ham Forest,Premier-League,2024-2025,53,7,8,104,0.6
leny yoro,Manchester Utd,Premier-League,2024-2025,9,1,1,46,0.5
ashley young,Everton,Premier-League,2024-2025,30,0,75,75,0.47600000000000003
illia zabarnyi,Bournemouth,Premier-League,2024-2025,20,0,6,157,0.636
oleksandr zinchenko,Arsenal,Premier-League,2024-2025,8,1,13,19,0.522
joshua zirkzee,Manchester Utd,Premier-League,2024-2025,9,3,4,57,0.28
martin degaard,Arsenal,Premier-League,2024-2025,12,1,86,97,0.5329999999999999
james abankwah,Udinese,Serie-A,2024-2025,4,0,0,7,0.5
saud abdulhamid,Roma,Serie-A,2024-2025,2,0,7,3,0.0
oliver abildgaard,Como,Serie-A,2024-2025,0,0,0,0,
tammy abraham,Roma,Serie-A,2024-2025,0,0,0,0,1.0
tammy abraham,Milan,Serie-A,2024-2025,23,7,3,12,0.522
federico accornero,Genoa,Serie-A,2024-2025,0,0,1,1,0.0
francesco acerbi,Inter,Serie-A,2024-2025,11,2,10,62,0.67
che adams,Torino,Serie-A,2024-2025,29,23,10,50,0.36700000000000005
yacine adli,Fiorentina,Serie-A,2024-2025,9,0,63,77,0.23800000000000002
vasilije adzic,Juventus,Serie-A,2024-2025,1,0,0,3,0.4
michel aebischer,Bologna,Serie-A,2024-2025,16,0,14,35,0.35700000000000004
honest ahanor,Genoa,Serie-A,2024-2025,2,0,4,14,0.625
junior ajayi,Hellas Verona,Serie-A,2024-2025,1,0,0,1,
jeandaniel akpaakpro,Monza,Serie-A,2024-2025,24,0,6,54,0.423
david akpan ankeye,Genoa,Serie-A,2024-2025,3,0,0,0,0.0
faride alidou,Hellas Verona,Serie-A,2024-2025,1,0,3,0,1.0
dele alli,Como,Serie-A,2024-2025,1,0,0,0,
pontus almqvist,Parma,Serie-A,2024-2025,15,2,11,40,0.375
giorgio altare,Venezia,Serie-A,2024-2025,10,0,7,27,0.528
sofyan amrabat,Fiorentina,Serie-A,2024-2025,4,0,3,7,0.5
angelino,Roma,Serie-A,2024-2025,32,5,116,101,0.526
lorenzo anghele,Juventus,Serie-A,2024-2025,0,0,0,0,0.0
faustino anjorin,Empoli,Serie-A,2024-2025,24,0,17,65,0.375
marko arnautovic,Inter,Serie-A,2024-2025,4,8,5,10,0.632
kristjan asllani,Inter,Serie-A,2024-2025,9,0,43,49,0.5710000000000001
arthur atta,Udinese,Serie-A,2024-2025,16,1,24,57,0.41200000000000003
emil audero,Como,Serie-A,2024-2025,0,0,0,12,0.667
tommaso augello,Cagliari,Serie-A,2024-2025,15,3,207,135,0.69
carlos augusto,Inter,Serie-A,2024-2025,10,3,20,70,0.62
yann aurel bisseck,Inter,Serie-A,2024-2025,16,1,8,66,0.758
paulo azzi,Cagliari,Serie-A,2024-2025,5,0,22,24,0.545
oussama el azzouzi,Bologna,Serie-A,2024-2025,0,0,0,1,
jacopo bacci,Empoli,Serie-A,2024-2025,0,0,0,0,1.0
milan badelj,Genoa,Serie-A,2024-2025,18,0,5,74,0.625
mitchel bakker,Atalanta,Serie-A,2024-2025,1,0,1,2,0.5
tommaso baldanzi,Roma,Serie-A,2024-2025,7,0,7,48,0.25
keita balde,Monza,Serie-A,2024-2025,7,3,6,12,0.313
botond balogh,Parma,Serie-A,2024-2025,17,0,1,64,0.54
mario balotelli,Genoa,Serie-A,2024-2025,2,0,3,1,0.5
lameck banda,Lecce,Serie-A,2024-2025,10,2,26,30,0.133
daniel bandeira,Hellas Verona,Serie-A,2024-2025,4,0,8,36,0.7
mattia bani,Genoa,Serie-A,2024-2025,7,1,4,60,0.489
antonin barak,Fiorentina,Serie-A,2024-2025,0,0,1,2,0.0
federico barba,Como,Serie-A,2024-2025,3,0,3,19,0.385
nicolo barella,Inter,Serie-A,2024-2025,25,4,68,165,0.51
davide bartesaghi,Milan,Serie-A,2024-2025,1,1,10,2,1.0
federico baschirotto,Lecce,Serie-A,2024-2025,31,0,5,93,0.654
daniele baselli,Como,Serie-A,2024-2025,0,0,0,0,0.0
alessandro bastoni,Inter,Serie-A,2024-2025,44,1,64,96,0.647
reda belahyane,Hellas Verona,Serie-A,2024-2025,31,0,3,109,0.25
reda belahyane,Lazio,Serie-A,2024-2025,4,0,0,13,1.0
raoul bellanova,Torino,Serie-A,2024-2025,1,0,5,4,1.0
raoul bellanova,Atalanta,Serie-A,2024-2025,15,0,156,117,0.5
andrea belotti,Como,Serie-A,2024-2025,9,5,5,17,0.409
lucas beltran,Fiorentina,Serie-A,2024-2025,32,4,7,59,0.376
adrian benedyczak,Parma,Serie-A,2024-2025,4,1,1,3,0.429
ismael bennacer,Milan,Serie-A,2024-2025,5,0,6,17,0.75
medon berisha,Lecce,Serie-A,2024-2025,16,0,29,36,0.5
adrian bernabe,Parma,Serie-A,2024-2025,9,0,29,72,0.5
antoine bernede,Hellas Verona,Serie-A,2024-2025,16,0,13,38,0.429
sam beukema,Bologna,Serie-A,2024-2025,28,2,8,135,0.5670000000000001
alessandro bianco,Monza,Serie-A,2024-2025,43,3,23,122,0.364
alessandro bianco,Fiorentina,Serie-A,2024-2025,0,0,0,3,
jaka bijol,Udinese,Serie-A,2024-2025,49,2,3,101,0.677
philip billing,Napoli,Serie-A,2024-2025,10,0,2,8,0.524
cristiano biraghi,Torino,Serie-A,2024-2025,9,2,107,39,0.42100000000000004
cristiano biraghi,Fiorentina,Serie-A,2024-2025,4,0,30,10,0.4
samuele birindelli,Monza,Serie-A,2024-2025,16,5,64,47,0.25
bjarki bjarkason,Venezia,Serie-A,2024-2025,2,0,7,9,
emil bohinen,Genoa,Serie-A,2024-2025,3,0,0,9,0.667
warren bondo,Monza,Serie-A,2024-2025,31,1,7,91,0.385
warren bondo,Milan,Serie-A,2024-2025,1,0,1,12,0.5
kevin bonifazi,Lecce,Serie-A,2024-2025,0,0,0,7,0.5
angeyoan bonny,Parma,Serie-A,2024-2025,21,14,14,64,0.247
edoardo bove,Fiorentina,Serie-A,2024-2025,16,0,2,45,0.423
domagoj bradaric,Hellas Verona,Serie-A,2024-2025,21,3,78,80,0.43200000000000005
matthias braunoder,Como,Serie-A,2024-2025,10,0,0,8,0.2
iker bravo,Udinese,Serie-A,2024-2025,12,2,8,30,0.3
gleison bremer,Juventus,Serie-A,2024-2025,9,0,0,23,0.611
brenner,Udinese,Serie-A,2024-2025,0,0,11,16,0.4
marco brescianini,Atalanta,Serie-A,2024-2025,22,2,18,50,0.545
arvid brorsson,Monza,Serie-A,2024-2025,1,0,0,14,0.5379999999999999
tajon buchanan,Inter,Serie-A,2024-2025,2,0,3,6,1.0
alessandro buongiorno,Napoli,Serie-A,2024-2025,17,1,1,84,0.672
rarescatalin burnete,Lecce,Serie-A,2024-2025,2,0,0,3,0.0
gianluca busio,Venezia,Serie-A,2024-2025,26,4,29,107,0.485
jean butez,Como,Serie-A,2024-2025,1,0,0,43,1.0
liberato cacace,Empoli,Serie-A,2024-2025,27,5,102,98,0.446
alessio cacciamani,Torino,Serie-A,2024-2025,0,0,3,1,0.5
davide calabria,Bologna,Serie-A,2024-2025,7,0,17,30,0.5
davide calabria,Milan,Serie-A,2024-2025,3,0,16,16,1.0
luca caldirola,Monza,Serie-A,2024-2025,18,1,1,19,0.5
hakan calhanoglu,Inter,Serie-A,2024-2025,22,0,122,110,0.47100000000000003
drissa camara,Parma,Serie-A,2024-2025,17,1,5,29,0.25
francesco camarda,Milan,Serie-A,2024-2025,8,2,1,6,0.5
nicolo cambiaghi,Bologna,Serie-A,2024-2025,9,0,47,29,0.273
andrea cambiaso,Juventus,Serie-A,2024-2025,28,6,66,116,0.353
thomas campaniello,Empoli,Serie-A,2024-2025,0,0,0,0,0.25
matteo cancellieri,Parma,Serie-A,2024-2025,26,2,21,55,0.509
fali cande,Venezia,Serie-A,2024-2025,24,0,7,79,0.474
antonio candela,Venezia,Serie-A,2024-2025,14,0,22,38,0.519
gianluca caprari,Monza,Serie-A,2024-2025,18,5,80,57,0.222
elia caprile,Cagliari,Serie-A,2024-2025,0,0,0,16,1.0
elia caprile,Napoli,Serie-A,2024-2025,0,0,0,3,1.0
francesco caputo,Empoli,Serie-A,2024-2025,0,0,0,1,
maxence caqueret,Como,Serie-A,2024-2025,17,1,16,69,0.231
andrea carboni,Monza,Serie-A,2024-2025,29,0,15,62,0.475
franco carboni,Venezia,Serie-A,2024-2025,3,0,8,13,0.4
marco carnesecchi,Atalanta,Serie-A,2024-2025,0,0,0,57,1.0
cesare casadei,Torino,Serie-A,2024-2025,16,0,2,41,0.7190000000000001
nicolo casale,Bologna,Serie-A,2024-2025,23,0,0,43,0.5820000000000001
nicolo casale,Lazio,Serie-A,2024-2025,2,0,0,1,1.0
federico cassa,Atalanta,Serie-A,2024-2025,2,0,0,1,
valentin castellanos,Lazio,Serie-A,2024-2025,38,17,25,51,0.531
santiago castro,Bologna,Serie-A,2024-2025,49,9,8,69,0.35200000000000004
gaetano castrovilli,Monza,Serie-A,2024-2025,8,2,14,27,0.14300000000000002
gaetano castrovilli,Lazio,Serie-A,2024-2025,4,0,0,8,
danilo cataldi,Fiorentina,Serie-A,2024-2025,15,0,21,114,0.545
zeki celik,Roma,Serie-A,2024-2025,31,0,42,75,0.536
alberto cerri,Como,Serie-A,2024-2025,3,2,0,3,0.5
gabriel charpentier,Parma,Serie-A,2024-2025,13,0,2,12,0.391
walid cheddira,Napoli,Serie-A,2024-2025,0,0,0,0,0.0
leandro chichizola,Parma,Serie-A,2024-2025,0,0,0,0,1.0
samuel chukwueze,Milan,Serie-A,2024-2025,3,3,50,38,0.375
aaron ciammaglichella,Torino,Serie-A,2024-2025,0,0,0,0,
giuseppe ciocci,Cagliari,Serie-A,2024-2025,0,0,0,0,
alessandro circati,Parma,Serie-A,2024-2025,4,0,0,11,0.81
alphadjo cisse,Hellas Verona,Serie-A,2024-2025,1,0,0,0,1.0
patrick ciurria,Monza,Serie-A,2024-2025,17,1,61,32,0.25
saul coco,Torino,Serie-A,2024-2025,53,0,2,87,0.517
lorenzo colombo,Empoli,Serie-A,2024-2025,46,6,10,73,0.305
andrea colpani,Fiorentina,Serie-A,2024-2025,22,1,33,46,0.4
florinel coman,Cagliari,Serie-A,2024-2025,8,0,2,12,0.667
pietro comuzzo,Fiorentina,Serie-A,2024-2025,25,0,3,86,0.594
francisco conceicao,Juventus,Serie-A,2024-2025,24,4,62,55,0.182
diego coppola,Hellas Verona,Serie-A,2024-2025,44,0,0,89,0.649
maxwel cornet,Genoa,Serie-A,2024-2025,0,1,8,14,0.1
joaquin correa,Inter,Serie-A,2024-2025,8,2,8,31,0.25
alberto costa,Juventus,Serie-A,2024-2025,8,0,2,23,0.625
lassana coulibaly,Lecce,Serie-A,2024-2025,39,0,13,146,0.431
woyo coulibaly,Parma,Serie-A,2024-2025,12,1,5,60,0.5
bryan cristante,Roma,Serie-A,2024-2025,37,0,15,109,0.513
domen crnigoj,Venezia,Serie-A,2024-2025,2,0,2,8,0.28600000000000003
juan cuadrado,Atalanta,Serie-A,2024-2025,9,0,56,31,0.75
patrick cutrone,Como,Serie-A,2024-2025,23,20,30,54,0.258
wylan cyprien,Parma,Serie-A,2024-2025,0,0,0,6,
danilo dambrosio,Monza,Serie-A,2024-2025,18,3,9,46,0.41
lucas da cunha,Como,Serie-A,2024-2025,21,1,102,157,0.39
samuel dahl,Roma,Serie-A,2024-2025,2,0,1,1,0.0
thijs dallinga,Bologna,Serie-A,2024-2025,24,8,3,35,0.532
maat daniel caprini,Fiorentina,Serie-A,2024-2025,0,1,0,2,0.0
flavius daniliuc,Hellas Verona,Serie-A,2024-2025,12,0,6,44,0.514
danilo,Juventus,Serie-A,2024-2025,11,0,3,24,0.696
matteo darmian,Inter,Serie-A,2024-2025,26,5,32,39,0.46399999999999997
juan david cabal,Juventus,Serie-A,2024-2025,7,1,7,20,0.727
keinan davis,Udinese,Serie-A,2024-2025,24,8,3,34,0.48100000000000004
pawe dawidowicz,Hellas Verona,Serie-A,2024-2025,36,0,1,54,0.55
charles de ketelaere,Atalanta,Serie-A,2024-2025,22,2,56,78,0.486
mattia de sciglio,Empoli,Serie-A,2024-2025,8,0,7,27,0.75
lorenzo de silvestri,Bologna,Serie-A,2024-2025,17,1,23,26,0.429
koni de winter,Genoa,Serie-A,2024-2025,43,1,4,114,0.685
alessandro deiola,Cagliari,Serie-A,2024-2025,32,0,14,68,0.561
enrico del prato,Parma,Serie-A,2024-2025,20,0,16,120,0.469
fisayo delebashiru,Lazio,Serie-A,2024-2025,8,0,7,48,0.188
ali dembele,Torino,Serie-A,2024-2025,9,0,7,15,0.313
michele di gregorio,Juventus,Serie-A,2024-2025,0,0,0,36,0.875
giovanni di lorenzo,Napoli,Serie-A,2024-2025,46,5,63,94,0.495
boulaye dia,Lazio,Serie-A,2024-2025,23,4,2,55,0.273
assane diao,Como,Serie-A,2024-2025,20,6,12,41,0.32
federico dimarco,Inter,Serie-A,2024-2025,19,8,190,76,0.35
berat djimsiti,Atalanta,Serie-A,2024-2025,23,0,11,102,0.608
dodo,Fiorentina,Serie-A,2024-2025,24,3,144,183,0.429
benjamin dominguez,Bologna,Serie-A,2024-2025,10,4,11,62,0.087
patrick dorgu,Lecce,Serie-A,2024-2025,24,4,40,99,0.596
alberto dossena,Como,Serie-A,2024-2025,22,0,1,68,0.711
issa doumbia,Venezia,Serie-A,2024-2025,18,0,10,45,0.462
anastasios douvikas,Como,Serie-A,2024-2025,13,1,2,11,0.29600000000000004
artem dovbyk,Roma,Serie-A,2024-2025,30,22,1,26,0.41200000000000003
ondrej duda,Hellas Verona,Serie-A,2024-2025,51,0,89,188,0.483
denzel dumfries,Inter,Serie-A,2024-2025,54,6,57,65,0.76
alfred duncan,Venezia,Serie-A,2024-2025,22,0,17,52,0.556
paulo dybala,Roma,Serie-A,2024-2025,6,6,62,63,0.32
enzo ebosse,Udinese,Serie-A,2024-2025,1,0,0,5,1.0
tyronne ebuehi,Empoli,Serie-A,2024-2025,0,0,2,6,0.6
ederson,Atalanta,Serie-A,2024-2025,31,0,23,186,0.596
kingsley ehizibue,Udinese,Serie-A,2024-2025,33,5,61,110,0.46799999999999997
jeff ekhator,Genoa,Serie-A,2024-2025,15,3,10,32,0.319
jurgen ekkelenkamp,Udinese,Serie-A,2024-2025,29,2,12,82,0.581
emmanuel ekong,Empoli,Serie-A,2024-2025,3,1,0,10,0.222
caleb ekuban,Genoa,Serie-A,2024-2025,15,5,3,20,0.387
mikael ellertsson,Venezia,Serie-A,2024-2025,22,2,28,74,0.5
elif elmas,Torino,Serie-A,2024-2025,13,2,23,33,0.4
emerson,Milan,Serie-A,2024-2025,34,0,45,59,0.632
yannik engelhardt,Como,Serie-A,2024-2025,21,1,1,62,0.55
martin erlic,Bologna,Serie-A,2024-2025,7,0,0,11,0.526
sebastiano esposito,Empoli,Serie-A,2024-2025,47,10,55,106,0.317
estanis,Bologna,Serie-A,2024-2025,1,0,0,0,
nahuel estevez,Parma,Serie-A,2024-2025,9,0,16,28,0.8240000000000001
giovanni fabbian,Bologna,Serie-A,2024-2025,21,1,9,31,0.35200000000000004
alieu fadera,Como,Serie-A,2024-2025,40,14,39,95,0.423
nicolo fagioli,Fiorentina,Serie-A,2024-2025,8,0,27,46,0.2
nicolo fagioli,Juventus,Serie-A,2024-2025,11,0,13,33,0.5
wladimiro falcone,Lecce,Serie-A,2024-2025,1,0,0,32,1.0
davide faraoni,Hellas Verona,Serie-A,2024-2025,7,2,12,9,0.1
jacopo fazzini,Empoli,Serie-A,2024-2025,23,4,32,70,0.442
mattia felici,Cagliari,Serie-A,2024-2025,18,4,25,51,0.41200000000000003
joao felix,Milan,Serie-A,2024-2025,12,2,5,30,0.5
lewis ferguson,Bologna,Serie-A,2024-2025,27,1,18,28,0.5329999999999999
daniel fila,Venezia,Serie-A,2024-2025,13,3,0,9,0.259
alessandro florenzi,Milan,Serie-A,2024-2025,0,0,1,0,
youssouf fofana,Milan,Serie-A,2024-2025,28,0,10,151,0.344
michael folorunsho,Fiorentina,Serie-A,2024-2025,15,0,21,29,0.593
michael folorunsho,Napoli,Serie-A,2024-2025,2,0,0,2,0.5
omari forson,Monza,Serie-A,2024-2025,2,1,9,11,0.0
davide frattesi,Inter,Serie-A,2024-2025,11,2,8,48,0.435
morten frendrup,Genoa,Serie-A,2024-2025,51,1,3,184,0.44799999999999995
martin frese,Hellas Verona,Serie-A,2024-2025,9,0,10,14,0.5
remo freuler,Bologna,Serie-A,2024-2025,47,1,19,146,0.5
matteo gabbia,Milan,Serie-A,2024-2025,20,1,2,69,0.5660000000000001
tommaso gabellini,Torino,Serie-A,2024-2025,0,0,0,1,
tiago gabriel,Lecce,Serie-A,2024-2025,0,0,0,2,0.833
alessandro gabrielloni,Como,Serie-A,2024-2025,6,1,1,12,0.214
gianluca gaetano,Cagliari,Serie-A,2024-2025,16,4,24,34,0.33299999999999996
roberto gagliardini,Monza,Serie-A,2024-2025,6,0,1,6,0.4
antonino gallo,Lecce,Serie-A,2024-2025,12,3,116,116,0.413
silvere ganvoula mboussy,Monza,Serie-A,2024-2025,4,1,0,6,0.556
federico gatti,Juventus,Serie-A,2024-2025,20,1,1,110,0.5870000000000001
david de gea,Fiorentina,Serie-A,2024-2025,0,0,0,26,1.0
valentin gendrey,Lecce,Serie-A,2024-2025,1,0,3,3,0.25
daniele ghilardi,Hellas Verona,Serie-A,2024-2025,33,0,10,55,0.5
lautaro gianetti,Udinese,Serie-A,2024-2025,7,0,0,28,0.7140000000000001
samuel gigot,Lazio,Serie-A,2024-2025,8,1,0,15,0.7829999999999999
mario gila,Lazio,Serie-A,2024-2025,32,0,6,153,0.516
billy gilmour,Napoli,Serie-A,2024-2025,14,0,18,64,0.474
santiago gimenez,Milan,Serie-A,2024-2025,11,7,2,14,0.389
gvidas gineitis,Torino,Serie-A,2024-2025,23,2,51,57,0.43799999999999994
ben godfrey,Atalanta,Serie-A,2024-2025,1,0,0,2,
saba goglichidze,Empoli,Serie-A,2024-2025,26,1,5,108,0.341
edoardo goldaniga,Como,Serie-A,2024-2025,44,4,9,74,0.598
pierluigi gollini,Genoa,Serie-A,2024-2025,0,0,0,5,
nicolas gonzalez,Juventus,Serie-A,2024-2025,30,6,15,69,0.557
robin gosens,Fiorentina,Serie-A,2024-2025,24,9,64,69,0.623
lucas gournadouath,Roma,Serie-A,2024-2025,9,1,2,8,0.0
alberto grassi,Empoli,Serie-A,2024-2025,28,1,10,124,0.58
matteo guendouzi,Lazio,Serie-A,2024-2025,28,1,21,173,0.45
frederic guilbert,Lecce,Serie-A,2024-2025,33,1,54,84,0.58
albert gumundsson,Fiorentina,Serie-A,2024-2025,13,3,24,53,0.25
emmanuel gyasi,Empoli,Serie-A,2024-2025,56,14,37,135,0.387
christian gytkjr,Venezia,Serie-A,2024-2025,11,7,1,15,0.28800000000000003
nicolas haas,Empoli,Serie-A,2024-2025,11,0,0,19,0.375
saad el haddad,Venezia,Serie-A,2024-2025,1,0,0,1,0.0
antoine hainaut,Parma,Serie-A,2024-2025,13,1,26,58,0.6729999999999999
mohamed haj,Parma,Serie-A,2024-2025,6,0,7,15,0.5
ridgeciano haps,Venezia,Serie-A,2024-2025,14,1,26,54,0.43799999999999994
abdou harroui,Hellas Verona,Serie-A,2024-2025,10,0,9,22,0.5329999999999999
liam henderson,Empoli,Serie-A,2024-2025,83,2,98,89,0.39399999999999996
mario hermoso,Roma,Serie-A,2024-2025,7,0,3,11,0.375
theo hernandez,Milan,Serie-A,2024-2025,17,3,111,129,0.698
hernani,Parma,Serie-A,2024-2025,33,1,33,68,0.486
isak hien,Atalanta,Serie-A,2024-2025,36,0,1,141,0.5479999999999999
emil holm,Bologna,Serie-A,2024-2025,16,1,40,47,0.608
mats hummels,Roma,Serie-A,2024-2025,9,0,2,41,0.605
elseid hysaj,Lazio,Serie-A,2024-2025,5,0,18,20,0.5710000000000001
arijon ibrahimovic,Lazio,Serie-A,2024-2025,0,0,0,0,
jay idzes,Venezia,Serie-A,2024-2025,50,3,6,113,0.413
jonathan ikone,Como,Serie-A,2024-2025,3,2,1,18,0.8
jonathan ikone,Fiorentina,Serie-A,2024-2025,3,0,1,19,0.0
ivan ilic,Torino,Serie-A,2024-2025,11,1,27,28,0.222
samuel ilingjunior,Bologna,Serie-A,2024-2025,2,0,9,8,0.0
alessio iovine,Como,Serie-A,2024-2025,5,0,17,16,0.222
gustav isaksen,Lazio,Serie-A,2024-2025,23,3,110,68,0.35100000000000003
ardian ismajli,Empoli,Serie-A,2024-2025,21,0,0,83,0.588
armando izzo,Monza,Serie-A,2024-2025,65,0,8,90,0.44799999999999995
fellipe jack,Como,Serie-A,2024-2025,5,0,0,4,0.5710000000000001
ali jasim,Como,Serie-A,2024-2025,1,0,1,1,1.0
gaby jean,Lecce,Serie-A,2024-2025,15,0,1,55,0.631
juan jesus,Napoli,Serie-A,2024-2025,14,0,0,30,0.6
alejandro jimenez,Milan,Serie-A,2024-2025,12,5,37,69,0.409
orir johann helgason,Lecce,Serie-A,2024-2025,10,2,71,46,0.5
jesse joronen,Venezia,Serie-A,2024-2025,1,0,0,11,1.0
luka jovic,Milan,Serie-A,2024-2025,4,0,2,9,0.5
mohamed kaba,Lecce,Serie-A,2024-2025,6,0,1,19,0.4
christian kabasele,Udinese,Serie-A,2024-2025,20,0,2,33,0.636
pierre kalulu,Juventus,Serie-A,2024-2025,26,2,22,95,0.365
hassane kamara,Udinese,Serie-A,2024-2025,25,1,106,92,0.6559999999999999
yann karamoh,Torino,Serie-A,2024-2025,12,4,23,42,0.35700000000000004
jesper karlsson,Bologna,Serie-A,2024-2025,6,1,4,8,0.33299999999999996
jesper karlsson,Lecce,Serie-A,2024-2025,4,0,28,12,0.14300000000000002
jesper karlstrom,Udinese,Serie-A,2024-2025,42,1,15,146,0.5
lior kasa,Genoa,Serie-A,2024-2025,4,0,2,14,0.25
grigoris kastanos,Hellas Verona,Serie-A,2024-2025,15,1,23,48,0.469
michael kayode,Fiorentina,Serie-A,2024-2025,1,0,6,6,1.0
moise kean,Fiorentina,Serie-A,2024-2025,41,57,9,52,0.515
mandela keita,Parma,Serie-A,2024-2025,28,1,0,94,0.5
lloyd kelly,Juventus,Serie-A,2024-2025,14,0,14,55,0.59
marcoliver kempf,Como,Serie-A,2024-2025,21,0,4,106,0.735
kialonda,Lecce,Serie-A,2024-2025,9,0,3,58,0.672
magnus kofod andersen,Venezia,Serie-A,2024-2025,7,0,16,31,0.5329999999999999
sead kolasinac,Atalanta,Serie-A,2024-2025,38,3,10,135,0.5670000000000001
randal kolo muani,Juventus,Serie-A,2024-2025,27,6,8,33,0.27
ismael konate,Empoli,Serie-A,2024-2025,5,0,1,3,0.385
manu kone,Roma,Serie-A,2024-2025,28,2,2,131,0.377
