Player,Squad,Liga,Season,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,touch_Live,drib_Att,drib_Succ%,Tckl_Drib,Tckl_Drib%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle
luis guilherme,West Ham,Premier-League,2024-2025,19,40,41,5,99,13,0.5379999999999999,4,0.308,165,3,1,4,3
bruno guimaraes,Newcastle Utd,Premier-League,2024-2025,445,1131,662,85,2213,78,0.436,27,0.34600000000000003,3483,46,15,56,76
marc guiu,Chelsea,Premier-League,2024-2025,2,8,12,3,22,1,0.0,1,1.0,8,0,0,2,0
ilkay gundogan,Manchester City,Premier-League,2024-2025,270,929,714,67,1892,41,0.415,16,0.39,3000,57,11,29,25
malo gusto,Chelsea,Premier-League,2024-2025,387,772,451,43,1595,16,0.25,11,0.688,2248,36,8,18,17
josko gvardiol,Manchester City,Premier-League,2024-2025,764,1549,815,98,3103,43,0.581,14,0.326,6002,102,15,29,16
erling haaland,Manchester City,Premier-League,2024-2025,40,222,384,190,635,36,0.361,20,0.556,577,15,23,45,27
lewis hall,Newcastle Utd,Premier-League,2024-2025,623,804,414,47,1820,21,0.524,7,0.33299999999999996,2358,22,13,33,20
ali al hamadi,Ipswich Town,Premier-League,2024-2025,6,20,30,9,53,7,0.5710000000000001,3,0.429,111,3,4,7,4
marcus harness,Ipswich Town,Premier-League,2024-2025,7,2,13,3,22,1,0.0,1,1.0,14,0,0,0,0
jack harrison,Everton,Premier-League,2024-2025,157,336,463,69,948,75,0.32,43,0.573,1639,36,17,52,41
taylor harwoodbellis,Southampton,Premier-League,2024-2025,1158,1145,182,42,2475,3,1.0,0,0.0,3938,27,0,16,5
kai havertz,Arsenal,Premier-League,2024-2025,92,287,411,107,785,38,0.237,24,0.632,954,23,18,44,23
ayden heaven,Manchester Utd,Premier-League,2024-2025,68,60,10,2,136,4,0.5,2,0.5,259,1,0,3,1
jan paul van hecke,Brighton,Premier-League,2024-2025,1094,1350,166,33,2589,11,0.455,4,0.364,7191,46,0,12,7
hwang heechan,Wolves,Premier-League,2024-2025,42,105,126,24,271,14,0.14300000000000002,12,0.857,448,5,7,14,10
dean henderson,Crystal Palace,Premier-League,2024-2025,1303,4,1,1,1308,0,,0,,2136,0,0,2,0
rico henry,Brentford,Premier-League,2024-2025,22,29,16,1,66,3,0.0,2,0.667,60,1,0,3,2
mads hermansen,Leicester City,Premier-League,2024-2025,1106,43,0,0,1147,1,1.0,0,0.0,1904,0,0,1,0
son heungmin,Tottenham,Premier-League,2024-2025,115,362,668,122,1132,83,0.349,41,0.494,2613,49,44,25,32
james hill,Bournemouth,Premier-League,2024-2025,99,167,54,8,319,2,0.5,1,0.5,295,6,0,2,0
jack hinshelwood,Brighton,Premier-League,2024-2025,322,560,323,35,1199,11,0.182,8,0.727,1189,20,2,18,3
george hirst,Ipswich Town,Premier-League,2024-2025,28,61,101,28,188,6,0.33299999999999996,3,0.5,211,2,7,21,16
mason holgate,Everton,Premier-League,2024-2025,0,2,1,0,3,0,,0,,0,0,0,1,0
harry howell,Brighton,Premier-League,2024-2025,1,7,4,3,12,0,,0,,8,0,1,0,0
callum hudsonodoi,Nott'ham Forest,Premier-League,2024-2025,117,338,605,74,1035,63,0.5870000000000001,18,0.28600000000000003,3401,61,47,45,23
will hughes,Crystal Palace,Premier-League,2024-2025,295,615,308,17,1203,16,0.313,7,0.43799999999999994,1276,24,1,21,30
dean huijsen,Bournemouth,Premier-League,2024-2025,915,971,145,30,2021,5,0.4,3,0.6,4349,31,0,20,1
omari hutchinson,Ipswich Town,Premier-League,2024-2025,200,516,567,92,1259,137,0.37200000000000005,68,0.496,2976,39,37,80,58
rasmus hjlund,Manchester Utd,Premier-League,2024-2025,36,251,237,74,515,33,0.273,21,0.636,655,13,17,63,33
igor,Brighton,Premier-League,2024-2025,385,381,54,1,816,6,0.833,1,0.16699999999999998,1837,14,0,1,0
danny ings,West Ham,Premier-League,2024-2025,15,51,73,27,139,7,0.5710000000000001,2,0.28600000000000003,118,0,2,6,6
tim iroegbunam,Everton,Premier-League,2024-2025,89,127,60,12,269,20,0.4,8,0.4,379,10,2,11,18
andy irving,West Ham,Premier-League,2024-2025,37,89,24,0,150,1,1.0,0,0.0,137,1,0,1,3
alexander isak,Newcastle Utd,Premier-League,2024-2025,57,386,596,189,1021,91,0.462,47,0.516,1861,42,43,66,55
alex iwobi,Fulham,Premier-League,2024-2025,244,748,895,116,1861,97,0.495,42,0.433,4367,105,37,62,40
nicolas jackson,Chelsea,Premier-League,2024-2025,50,285,361,141,687,61,0.295,32,0.525,1316,25,32,71,41
reece james,Chelsea,Premier-League,2024-2025,267,516,176,7,952,17,0.41200000000000003,6,0.353,822,4,1,7,9
vitaly janelt,Brentford,Premier-League,2024-2025,418,574,306,32,1289,12,0.25,7,0.583,1278,18,3,16,10
vitezslav jaros,Liverpool,Premier-League,2024-2025,8,0,0,0,8,0,,0,,8,0,0,0,0
daniel jebbison,Bournemouth,Premier-League,2024-2025,10,25,44,14,78,7,0.5710000000000001,3,0.429,95,2,5,13,5
mathias jensen,Brentford,Premier-League,2024-2025,126,243,207,9,573,17,0.529,6,0.353,598,12,0,9,7
gabriel jesus,Arsenal,Premier-League,2024-2025,28,108,165,48,299,22,0.409,10,0.455,432,6,11,13,13
raul jimenez,Fulham,Premier-League,2024-2025,120,431,464,165,996,50,0.42,26,0.52,1112,24,17,74,45
kim jisoo,Brentford,Premier-League,2024-2025,15,12,3,0,30,0,,0,,22,0,0,0,1
joao pedro,Brighton,Premier-League,2024-2025,60,387,508,122,935,86,0.337,47,0.547,1821,39,30,72,38
joelinton,Newcastle Utd,Premier-League,2024-2025,256,670,448,83,1360,46,0.326,28,0.609,1786,26,9,39,53
ben johnson,Ipswich Town,Premier-League,2024-2025,246,220,163,12,626,24,0.33299999999999996,14,0.583,585,12,3,23,17
brennan johnson,Tottenham,Premier-League,2024-2025,98,292,475,125,853,44,0.43200000000000005,22,0.5,1460,23,35,26,17
sam johnstone,Wolves,Premier-League,2024-2025,304,2,0,0,306,0,,0,,756,0,0,0,0
curtis jones,Liverpool,Premier-League,2024-2025,220,683,393,58,1288,22,0.545,8,0.364,1892,23,8,26,36
jorginho,Arsenal,Premier-League,2024-2025,93,304,131,3,522,4,0.25,2,0.5,874,13,0,12,9
diogo jota,Liverpool,Premier-League,2024-2025,35,198,259,97,485,33,0.33299999999999996,20,0.606,796,23,21,40,22
james justin,Leicester City,Premier-League,2024-2025,692,881,387,38,1948,30,0.3,13,0.433,1788,27,4,31,15
filip jrgensen,Chelsea,Premier-League,2024-2025,201,1,0,0,202,0,,0,,423,0,0,0,0
ferdi kadioglu,Brighton,Premier-League,2024-2025,71,91,72,9,231,7,0.429,3,0.429,183,0,0,6,2
daichi kamada,Crystal Palace,Premier-League,2024-2025,208,496,240,32,937,19,0.368,9,0.474,1121,19,6,16,20
boubacar kamara,Aston Villa,Premier-League,2024-2025,344,637,141,12,1113,27,0.33299999999999996,9,0.33299999999999996,1370,13,2,12,17
joachim kayi sanda,Southampton,Premier-League,2024-2025,8,10,1,1,19,0,,0,,35,0,0,1,0
michael kayode,Brentford,Premier-League,2024-2025,101,121,97,13,313,18,0.5,8,0.444,500,7,3,13,3
michael keane,Everton,Premier-League,2024-2025,295,198,22,17,513,1,0.0,1,1.0,290,1,0,2,2
caoimhin kelleher,Liverpool,Premier-League,2024-2025,396,2,0,0,398,1,1.0,0,0.0,616,0,0,1,0
lloyd kelly,Newcastle Utd,Premier-League,2024-2025,105,94,19,4,215,3,0.667,1,0.33299999999999996,202,2,0,3,2
milos kerkez,Bournemouth,Premier-League,2024-2025,552,900,731,69,2158,48,0.45799999999999996,16,0.33299999999999996,3711,73,16,49,22
bilal el khannouss,Leicester City,Premier-League,2024-2025,183,655,445,35,1268,60,0.5670000000000001,23,0.38299999999999995,2038,45,12,38,38
abdukodir khusanov,Manchester City,Premier-League,2024-2025,205,211,31,1,445,2,0.0,2,1.0,435,1,0,2,1
max kilman,West Ham,Premier-League,2024-2025,1317,962,113,32,2374,22,0.727,2,0.091,3185,14,2,17,4
joshua king,Fulham,Premier-League,2024-2025,12,31,46,10,87,8,0.5,4,0.5,138,4,0,1,6
tom king,Wolves,Premier-League,2024-2025,1,0,0,0,1,0,,0,,5,0,0,0,0
antonin kinsky,Tottenham,Premier-League,2024-2025,234,3,0,0,237,0,,0,,491,0,0,0,0
jakub kiwior,Arsenal,Premier-League,2024-2025,281,494,72,5,846,5,0.6,2,0.4,1037,7,1,3,2
justin kluivert,Bournemouth,Premier-League,2024-2025,99,366,641,134,1080,87,0.414,40,0.46,2364,55,38,55,27
ibrahima konate,Liverpool,Premier-League,2024-2025,928,1145,119,23,2185,6,0.5,2,0.33299999999999996,3603,15,0,8,2
ezri konsa,Aston Villa,Premier-League,2024-2025,883,934,107,22,1915,18,0.444,7,0.389,3008,15,2,17,10
mateo kovacic,Manchester City,Premier-League,2024-2025,318,1199,627,17,2123,41,0.537,11,0.268,3961,78,3,19,29
caleb kporha,Crystal Palace,Premier-League,2024-2025,4,2,5,0,11,0,,0,,36,1,0,0,2
emil krafth,Newcastle Utd,Premier-League,2024-2025,100,73,28,4,199,1,0.0,1,1.0,175,6,0,2,2
mohammed kudus,West Ham,Premier-League,2024-2025,171,536,612,127,1274,208,0.442,98,0.47100000000000003,2613,59,42,77,93
dejan kulusevski,Tottenham,Premier-League,2024-2025,149,432,719,158,1276,117,0.325,71,0.607,3208,67,40,77,74
maxence lacroix,Crystal Palace,Premier-League,2024-2025,1184,672,85,45,1934,14,0.5710000000000001,4,0.28600000000000003,2203,6,0,21,6
adam lallana,Southampton,Premier-League,2024-2025,91,155,73,6,318,12,0.41700000000000004,5,0.41700000000000004,366,8,0,10,6
tariq lamptey,Brighton,Premier-League,2024-2025,161,224,154,11,535,31,0.32299999999999995,18,0.581,1034,17,3,11,5
will lankshear,Tottenham,Premier-League,2024-2025,0,2,1,0,3,0,,0,,0,0,0,2,0
romeo lavia,Chelsea,Premier-League,2024-2025,109,319,71,1,493,16,0.625,6,0.375,567,9,0,3,7
mario lemina,Wolves,Premier-League,2024-2025,324,378,119,18,809,16,0.625,4,0.25,1038,12,2,21,11
bernd leno,Fulham,Premier-League,2024-2025,1466,13,0,0,1479,0,,0,,2233,0,0,0,0
jefferson lerma,Crystal Palace,Premier-League,2024-2025,469,703,244,29,1406,13,0.5379999999999999,4,0.308,1100,11,0,15,18
rico lewis,Manchester City,Premier-League,2024-2025,289,727,477,46,1477,21,0.429,11,0.524,2155,41,8,20,19
keane lewispotter,Brentford,Premier-League,2024-2025,504,625,505,74,1613,101,0.406,50,0.495,3211,69,35,51,20
myles lewisskelly,Arsenal,Premier-League,2024-2025,178,476,265,17,905,28,0.429,9,0.321,1663,26,7,13,9
matthijs de ligt,Manchester Utd,Premier-League,2024-2025,828,731,56,29,1608,4,0.5,2,0.5,2225,3,0,5,3
pedro lima,Wolves,Premier-League,2024-2025,9,12,28,3,48,3,0.33299999999999996,2,0.667,83,3,1,1,0
victor lindelof,Manchester Utd,Premier-League,2024-2025,243,187,24,3,452,0,,0,,553,4,0,1,1
jesper lindstrm,Everton,Premier-League,2024-2025,127,206,303,40,625,43,0.18600000000000003,31,0.721,780,19,7,31,24
valentino livramento,Newcastle Utd,Premier-League,2024-2025,619,894,482,41,1964,56,0.446,23,0.41100000000000003,3316,42,13,32,39
sean longstaff,Newcastle Utd,Premier-League,2024-2025,123,193,121,21,434,7,0.28600000000000003,4,0.5710000000000001,429,10,2,9,7
sasa lukic,Fulham,Premier-League,2024-2025,332,843,331,21,1493,17,0.47100000000000003,5,0.294,2190,40,4,23,8
joe lumley,Southampton,Premier-League,2024-2025,161,3,0,0,164,0,,0,,296,0,0,0,0
massimo luongo,Ipswich Town,Premier-League,2024-2025,34,33,20,2,87,0,,0,,27,0,0,2,3
ian maatsen,Aston Villa,Premier-League,2024-2025,247,334,348,47,917,29,0.44799999999999995,16,0.552,1184,17,13,22,25
alexis mac allister,Liverpool,Premier-League,2024-2025,284,960,637,60,1860,42,0.381,21,0.5,2009,43,5,31,22
james maddison,Tottenham,Premier-League,2024-2025,210,691,576,77,1464,77,0.429,34,0.442,2279,39,20,23,25
noni madueke,Chelsea,Premier-League,2024-2025,101,301,595,184,980,102,0.441,46,0.451,3485,50,93,52,25
gabriel magalhaes,Arsenal,Premier-League,2024-2025,672,985,225,40,1873,5,0.8,1,0.2,2669,22,0,9,2
edmondparis maghoma,Brentford,Premier-League,2024-2025,18,58,27,4,101,4,0.75,1,0.25,221,3,1,2,0
harry maguire,Manchester Utd,Premier-League,2024-2025,652,616,76,44,1328,5,0.4,3,0.6,2056,9,3,10,2
kobbie mainoo,Manchester Utd,Premier-League,2024-2025,197,587,287,36,1061,50,0.46,25,0.5,1222,17,10,36,36
tyrell malacia,Manchester Utd,Premier-League,2024-2025,20,27,15,0,62,1,1.0,0,0.0,118,2,0,1,2
donyell malen,Aston Villa,Premier-League,2024-2025,9,33,94,25,129,11,0.364,5,0.455,370,7,7,8,7
mateus mane,Wolves,Premier-League,2024-2025,0,6,0,0,6,0,,0,,7,0,0,0,0
orel mangala,Everton,Premier-League,2024-2025,133,335,157,13,621,24,0.583,9,0.375,576,6,3,12,12
ryan manning,Southampton,Premier-League,2024-2025,260,397,321,22,968,36,0.306,16,0.444,982,13,4,17,5
solly march,Brighton,Premier-League,2024-2025,12,33,73,7,118,4,0.25,3,0.75,167,2,3,3,1
omar marmoush,Manchester City,Premier-League,2024-2025,34,152,326,68,504,46,0.435,21,0.457,960,20,15,45,19
gabriel martinelli,Arsenal,Premier-League,2024-2025,102,247,660,182,994,109,0.303,60,0.55,2620,33,64,50,38
emiliano martinez,Aston Villa,Premier-League,2024-2025,1429,20,0,0,1449,1,1.0,0,0.0,2936,0,0,1,0
lisandro martinez,Manchester Utd,Premier-League,2024-2025,713,697,125,18,1524,7,0.857,1,0.14300000000000002,3129,23,2,1,3
pape matar sarr,Tottenham,Premier-League,2024-2025,274,699,302,28,1253,30,0.36700000000000005,16,0.5329999999999999,1918,37,5,29,22
jeanphilippe mateta,Crystal Palace,Premier-League,2024-2025,64,350,340,94,737,46,0.435,22,0.478,1048,22,10,72,45
stephy mavididi,Leicester City,Premier-League,2024-2025,132,327,421,61,863,95,0.368,47,0.495,2355,40,27,39,35
konstantinos mavropanos,West Ham,Premier-League,2024-2025,806,671,63,24,1532,17,0.529,5,0.294,2292,10,1,12,0
noussair mazraoui,Manchester Utd,Premier-League,2024-2025,839,976,349,30,2139,48,0.542,18,0.375,2884,32,3,25,17
bryan mbeumo,Brentford,Premier-League,2024-2025,246,567,998,168,1775,111,0.46799999999999997,47,0.423,3519,69,75,106,47
james mcatee,Manchester City,Premier-League,2024-2025,17,62,90,21,168,7,0.28600000000000003,5,0.7140000000000001,211,6,1,5,1
kasey mcateer,Leicester City,Premier-League,2024-2025,76,141,169,30,379,25,0.24,15,0.6,575,11,9,20,16
alex mccarthy,Southampton,Premier-League,2024-2025,173,0,0,0,173,0,,0,,276,0,0,0,0
john mcginn,Aston Villa,Premier-League,2024-2025,164,558,361,58,1072,47,0.426,13,0.27699999999999997,1270,17,7,37,29
dwight mcneil,Everton,Premier-League,2024-2025,73,328,368,25,748,45,0.5329999999999999,20,0.444,1162,34,5,26,33
scott mctominay,Manchester Utd,Premier-League,2024-2025,3,8,3,1,14,1,0.0,1,1.0,44,0,0,1,1
ben mee,Brentford,Premier-League,2024-2025,66,62,11,3,138,0,,0,,274,1,1,0,0
jayden meghoma,Brentford,Premier-League,2024-2025,2,0,1,0,3,0,,0,,0,0,0,0,0
mikel merino,Arsenal,Premier-League,2024-2025,140,330,323,79,783,23,0.391,10,0.435,747,13,4,24,27
shumaira mheuka,Chelsea,Premier-League,2024-2025,0,0,2,1,2,0,,0,,0,0,0,0,0
nikola milenkovic,Nott'ham Forest,Premier-League,2024-2025,775,552,89,64,1412,1,1.0,0,0.0,1116,3,2,4,2
lewis miley,Newcastle Utd,Premier-League,2024-2025,44,124,68,6,235,3,0.33299999999999996,1,0.33299999999999996,202,2,0,8,1
james milner,Brighton,Premier-League,2024-2025,13,49,31,4,93,1,1.0,0,0.0,97,1,0,0,0
tyrone mings,Aston Villa,Premier-League,2024-2025,405,346,47,17,794,3,0.667,1,0.33299999999999996,1365,13,1,3,1
yankuba minteh,Brighton,Premier-League,2024-2025,135,228,491,146,836,98,0.469,43,0.439,2105,24,67,53,28
tyrick mitchell,Crystal Palace,Premier-League,2024-2025,622,671,475,43,1754,38,0.42100000000000004,17,0.447,1771,36,9,38,30
kaoru mitoma,Brighton,Premier-League,2024-2025,155,468,782,164,1375,131,0.397,74,0.565,3906,82,56,53,23
jakub moder,Brighton,Premier-League,2024-2025,7,12,9,1,27,0,,0,,62,3,0,0,0
jeremy monga,Leicester City,Premier-League,2024-2025,9,16,27,5,51,7,0.28600000000000003,3,0.429,157,2,3,5,2
mikey moore,Tottenham,Premier-League,2024-2025,17,43,83,13,142,17,0.11800000000000001,13,0.765,374,6,5,10,7
morato,Nott'ham Forest,Premier-League,2024-2025,270,170,19,2,457,2,1.0,0,0.0,417,2,0,6,3
alex moreno,Nott'ham Forest,Premier-League,2024-2025,210,202,158,8,559,21,0.381,8,0.381,864,16,4,13,6
sam morsy,Ipswich Town,Premier-League,2024-2025,498,953,248,6,1683,29,0.586,9,0.31,2101,24,3,17,13
yerson mosquera,Wolves,Premier-League,2024-2025,170,115,12,7,294,0,,0,,322,1,0,4,1
mason mount,Manchester Utd,Premier-League,2024-2025,45,161,137,31,339,10,0.1,8,0.8,490,11,2,16,9
divin mubama,Manchester City,Premier-League,2024-2025,0,2,3,1,5,0,,0,,0,0,0,0,1
mykhailo mudryk,Chelsea,Premier-League,2024-2025,12,15,38,6,62,8,0.375,5,0.625,227,8,0,3,7
marshall munetsi,Wolves,Premier-League,2024-2025,58,182,128,36,364,11,0.273,7,0.636,215,4,4,32,12
rodrigo muniz,Fulham,Premier-League,2024-2025,27,161,127,55,311,18,0.33299999999999996,9,0.5,187,4,3,47,24
daniel munoz,Crystal Palace,Premier-League,2024-2025,568,826,637,107,2010,56,0.375,33,0.589,1797,40,18,55,20
arijanet muric,Ipswich Town,Premier-League,2024-2025,672,18,0,0,689,0,,0,,1178,0,0,3,1
murillo,Nott'ham Forest,Premier-League,2024-2025,989,840,105,24,1918,37,0.73,10,0.27,2531,25,1,19,10
jacob murphy,Newcastle Utd,Premier-League,2024-2025,188,474,622,92,1271,69,0.507,31,0.449,2339,40,27,32,37
vitaliy mykolenko,Everton,Premier-League,2024-2025,525,713,452,32,1678,20,0.4,9,0.45,1506,28,1,23,11
iliman ndiaye,Everton,Premier-League,2024-2025,219,451,464,83,1082,143,0.47600000000000003,64,0.44799999999999995,2367,44,32,55,44
wilfred ndidi,Leicester City,Premier-League,2024-2025,461,699,253,61,1400,33,0.39399999999999996,18,0.545,1101,23,2,37,33
kosta nedeljkovic,Aston Villa,Premier-League,2024-2025,15,32,19,0,66,2,0.5,1,0.5,33,0,0,1,0
reiss nelson,Arsenal,Premier-League,2024-2025,1,1,0,0,2,0,,0,,4,0,0,0,0
reiss nelson,Fulham,Premier-League,2024-2025,30,110,212,35,347,35,0.371,13,0.371,960,25,21,14,8
neto,Bournemouth,Premier-League,2024-2025,70,0,0,0,70,0,,0,,99,0,0,0,0
pedro neto,Chelsea,Premier-League,2024-2025,100,336,735,116,1153,104,0.327,46,0.442,3342,57,45,45,30
eddie nketiah,Crystal Palace,Premier-League,2024-2025,47,176,198,67,412,31,0.355,16,0.516,878,25,14,34,17
christopher nkunku,Chelsea,Premier-League,2024-2025,52,183,217,52,448,27,0.37,14,0.519,628,16,13,18,17
gustavo nunes,Brentford,Premier-League,2024-2025,4,1,2,1,7,0,,0,,11,0,1,1,0
matheus nunes,Manchester City,Premier-League,2024-2025,251,560,614,62,1416,41,0.46299999999999997,14,0.341,2315,37,24,32,13
darwin nunez,Liverpool,Premier-League,2024-2025,45,122,210,74,366,23,0.348,14,0.609,568,19,12,24,21
ethan nwaneri,Arsenal,Premier-League,2024-2025,44,167,339,44,544,62,0.597,19,0.306,1329,25,17,23,17
christian nrgaard,Brentford,Premier-League,2024-2025,613,855,350,57,1802,14,0.5,5,0.35700000000000004,1391,16,4,34,20
jake obrien,Everton,Premier-League,2024-2025,374,390,139,22,900,10,0.4,5,0.5,906,6,2,5,5
matt oriley,Brighton,Premier-League,2024-2025,80,232,215,47,524,13,0.615,4,0.308,544,12,8,19,4
dara oshea,Ipswich Town,Premier-League,2024-2025,1169,730,129,51,2022,2,0.5,1,0.5,2069,2,0,12,4
chidozie obimartin,Manchester Utd,Premier-League,2024-2025,6,21,20,9,47,3,0.33299999999999996,2,0.667,50,0,1,5,1
wilson odobert,Tottenham,Premier-League,2024-2025,46,142,197,35,381,32,0.375,17,0.531,1146,25,18,21,17
chiedozie ogbene,Ipswich Town,Premier-League,2024-2025,11,19,40,6,70,7,0.14300000000000002,3,0.429,139,2,2,4,2
caleb okoli,Leicester City,Premier-League,2024-2025,451,325,35,10,806,0,,0,,1106,6,0,10,2
robin olsen,Aston Villa,Premier-League,2024-2025,109,1,0,0,110,0,,0,,132,0,0,0,0
amadou onana,Aston Villa,Premier-League,2024-2025,269,586,159,23,998,20,0.7,3,0.15,1577,25,1,11,9
andre onana,Manchester Utd,Premier-League,2024-2025,1350,22,0,0,1371,1,1.0,0,0.0,2676,0,0,1,0
paul onuachu,Southampton,Premier-League,2024-2025,45,235,163,67,440,26,0.308,14,0.5379999999999999,248,5,2,50,36
frank onyeka,Brentford,Premier-League,2024-2025,1,5,4,0,10,0,,0,,14,0,0,2,1
lewis orford,West Ham,Premier-League,2024-2025,8,28,7,2,42,0,,0,,27,0,0,1,0
stefan ortega,Manchester City,Premier-League,2024-2025,489,3,0,0,492,0,,0,,864,0,0,0,0
william osula,Newcastle Utd,Premier-League,2024-2025,4,21,32,8,56,6,0.5,3,0.5,126,1,2,7,6
dango ouattara,Bournemouth,Premier-League,2024-2025,165,316,497,128,959,82,0.47600000000000003,34,0.415,1777,35,38,63,32
nico oreilly,Manchester City,Premier-League,2024-2025,71,223,130,18,419,15,0.6,6,0.4,575,15,0,14,15
alex palmer,Ipswich Town,Premier-League,2024-2025,461,10,0,0,470,0,,0,,750,0,0,2,0
cole palmer,Chelsea,Premier-League,2024-2025,150,824,901,144,1846,113,0.451,46,0.40700000000000003,3804,76,41,71,37
emerson palmieri,West Ham,Premier-League,2024-2025,422,559,359,28,1325,30,0.33299999999999996,17,0.5670000000000001,1737,25,9,24,7
lucas paqueta,West Ham,Premier-League,2024-2025,367,989,454,59,1794,47,0.447,21,0.447,1416,34,2,54,51
thomas partey,Arsenal,Premier-League,2024-2025,457,1214,534,33,2193,35,0.6859999999999999,9,0.257,3691,42,3,24,17
nathan patterson,Everton,Premier-League,2024-2025,52,90,75,5,215,12,0.75,2,0.16699999999999998,216,5,2,4,2
andreas pereira,Fulham,Premier-League,2024-2025,169,466,531,46,1147,30,0.467,8,0.267,1341,38,9,29,22
ricardo pereira,Leicester City,Premier-League,2024-2025,90,166,41,5,296,9,0.667,2,0.222,186,3,2,3,1
kalvin phillips,Ipswich Town,Premier-League,2024-2025,223,398,122,5,739,12,0.41700000000000004,6,0.5,569,5,0,25,10
jaden philogene bidace,Aston Villa,Premier-League,2024-2025,27,54,66,14,145,15,0.267,8,0.5329999999999999,239,5,7,7,3
jaden philogene bidace,Ipswich Town,Premier-League,2024-2025,53,68,101,18,220,18,0.278,11,0.611,305,3,5,11,10
jordan pickford,Everton,Premier-League,2024-2025,1640,69,0,0,1708,0,,0,,3568,0,0,2,0
ethan pinnock,Brentford,Premier-League,2024-2025,783,457,109,24,1348,9,0.33299999999999996,6,0.667,1633,4,0,2,4
daniel podence,Wolves,Premier-League,2024-2025,2,11,7,0,20,2,1.0,0,0.0,43,1,0,0,0
alfie pond,Wolves,Premier-League,2024-2025,0,1,0,0,1,0,,0,,2,0,0,0,0
nick pope,Newcastle Utd,Premier-League,2024-2025,857,15,0,0,872,0,,0,,1708,0,0,0,1
pedro porro,Tottenham,Premier-League,2024-2025,675,812,763,32,2237,40,0.35,24,0.6,2841,43,5,25,18
jarell quansah,Liverpool,Premier-League,2024-2025,245,189,30,6,464,3,0.33299999999999996,2,0.667,709,4,1,5,2
hakon rafn valdimarsson,Brentford,Premier-League,2024-2025,71,1,0,0,72,0,,0,,80,0,0,0,0
aaron ramsdale,Southampton,Premier-League,2024-2025,1286,32,0,0,1314,0,,0,,2349,0,0,3,0
jacob ramsey,Aston Villa,Premier-League,2024-2025,146,272,359,74,762,46,0.5429999999999999,13,0.28300000000000003,1766,31,21,42,23
marcus rashford,Manchester Utd,Premier-League,2024-2025,35,189,222,34,440,39,0.231,26,0.667,728,19,12,14,6
marcus rashford,Aston Villa,Premier-League,2024-2025,14,58,159,30,226,22,0.409,13,0.591,471,10,15,8,1
david raya,Arsenal,Premier-League,2024-2025,1388,92,0,0,1480,1,1.0,0,0.0,2729,0,0,1,0
harrison reed,Fulham,Premier-League,2024-2025,11,28,40,5,78,2,0.0,1,0.5,27,1,0,2,2
remy reesdottin,Bournemouth,Premier-League,2024-2025,0,0,0,0,0,0,,0,,0,0,0,0,0
sergio reguilon,Tottenham,Premier-League,2024-2025,57,73,38,3,167,6,0.33299999999999996,1,0.16699999999999998,233,2,1,2,1
vitor reis,Manchester City,Premier-League,2024-2025,2,1,0,0,3,1,1.0,0,0.0,0,0,0,0,0
chadi riad,Crystal Palace,Premier-League,2024-2025,41,49,1,0,90,0,,0,,232,0,0,1,0
declan rice,Arsenal,Premier-League,2024-2025,325,909,733,81,1948,29,0.483,14,0.483,3394,58,16,36,32
