Player,Squad,Liga,Season,Born,MP,Starts,Min,Gls,Ast,YellowC,RedC,PrgC,PrgP,PrgR
max rosenfelder,Freiburg,Bundesliga,2024-2025,2003.0,25,13,1249,1,0,2,0,24,29,18
tom rothe,Union Berlin,Bundesliga,2024-2025,2004.0,26,19,1670,3,3,4,1,25,50,91
anthony rouault,Stuttgart,Bundesliga,2024-2025,2001.0,18,14,1212,1,0,1,0,6,52,4
jerome roussillon,Union Berlin,Bundesliga,2024-2025,1993.0,7,1,136,0,0,0,0,2,11,7
julian ryerson,Dortmund,Bundesliga,2024-2025,1997.0,29,27,2259,2,3,6,1,66,92,136
frederik rnnow,Union Berlin,Bundesliga,2024-2025,1992.0,28,28,2520,0,0,2,0,0,1,0
elias saad,St. Pauli,Bundesliga,2024-2025,1999.0,18,10,900,3,2,1,0,29,27,76
marcel sabitzer,Dortmund,Bundesliga,2024-2025,1994.0,26,18,1616,1,0,3,0,24,97,70
faik sakar,RB Leipzig,Bundesliga,2024-2025,2008.0,1,0,1,0,0,0,0,0,0,0
manolis saliakas,St. Pauli,Bundesliga,2024-2025,1996.0,30,26,2314,2,1,4,0,28,93,80
roland sallai,Freiburg,Bundesliga,2024-2025,1997.0,2,0,46,0,0,0,0,4,3,2
diadie samassekou,Hoffenheim,Bundesliga,2024-2025,1996.0,8,6,290,0,0,0,0,3,11,2
philipp sander,Gladbach,Bundesliga,2024-2025,1998.0,27,16,1400,1,0,2,0,16,60,29
james sands,St. Pauli,Bundesliga,2024-2025,2000.0,7,5,453,0,0,1,0,0,16,6
leroy sane,Bayern Munich,Bundesliga,2024-2025,1996.0,30,17,1637,11,5,2,0,75,64,266
kaishu sano,Mainz 05,Bundesliga,2024-2025,2000.0,34,34,3043,0,0,3,0,53,159,46
kaua santos,Eint Frankfurt,Bundesliga,2024-2025,2003.0,9,8,765,0,0,0,0,0,1,0
joe scally,Gladbach,Bundesliga,2024-2025,2002.0,32,30,2578,0,0,6,0,52,68,69
andras schafer,Union Berlin,Bundesliga,2024-2025,1999.0,26,17,1534,1,1,3,0,23,55,42
patrik schick,Leverkusen,Bundesliga,2024-2025,1996.0,31,19,1684,21,0,4,0,7,21,107
stefan schimmer,Heidenheim,Bundesliga,2024-2025,1994.0,13,0,247,0,0,1,0,0,3,15
xaver schlager,RB Leipzig,Bundesliga,2024-2025,1997.0,4,2,181,0,0,1,0,5,6,2
keven schlotterbeck,Augsburg,Bundesliga,2024-2025,1997.0,18,15,1297,3,1,4,1,3,59,2
nico schlotterbeck,Dortmund,Bundesliga,2024-2025,1999.0,23,23,1982,0,4,7,2,37,195,14
romano schmid,Werder Bremen,Bundesliga,2024-2025,2000.0,32,32,2834,5,4,4,0,107,279,201
jan schoppner,Heidenheim,Bundesliga,2024-2025,1999.0,33,32,2681,4,3,8,0,35,107,48
marvin schulz,Holstein Kiel,Bundesliga,2024-2025,1995.0,12,3,306,0,0,3,0,5,11,2
alexander schwolow,Union Berlin,Bundesliga,2024-2025,1992.0,6,6,540,0,0,0,0,0,0,0
leo scienza,Heidenheim,Bundesliga,2024-2025,1998.0,25,13,1153,3,3,1,0,70,30,90
nicolas seiwald,RB Leipzig,Bundesliga,2024-2025,2001.0,30,20,2084,0,0,2,0,17,140,30
benjamin sesko,RB Leipzig,Bundesliga,2024-2025,2003.0,33,30,2380,13,5,2,1,47,46,141
armindo sieb,Mainz 05,Bundesliga,2024-2025,2003.0,27,5,762,2,2,2,0,28,18,64
tim siersleben,Heidenheim,Bundesliga,2024-2025,2000.0,16,14,1182,0,0,4,0,8,31,12
kiliann sildillia,Freiburg,Bundesliga,2024-2025,2002.0,21,8,801,2,0,2,0,11,29,34
andre silva,Werder Bremen,Bundesliga,2024-2025,1995.0,7,4,375,1,0,1,0,6,10,28
andre silva,RB Leipzig,Bundesliga,2024-2025,1995.0,8,0,132,1,2,0,0,6,4,11
mohamed simakan,RB Leipzig,Bundesliga,2024-2025,2000.0,1,1,54,0,0,0,0,3,7,4
xavi simons,RB Leipzig,Bundesliga,2024-2025,2003.0,25,25,2150,10,6,5,0,85,140,185
danel sinani,St. Pauli,Bundesliga,2024-2025,1997.0,26,14,1250,2,2,3,0,16,60,64
tobias sippel,Gladbach,Bundesliga,2024-2025,1988.0,1,0,59,0,0,0,0,0,0,0
ibrahima sissoko,Bochum,Bundesliga,2024-2025,1997.0,32,30,2610,2,1,11,1,35,105,69
tim skarke,Union Berlin,Bundesliga,2024-2025,1996.0,33,11,1164,0,2,1,0,26,25,96
ellyes skhiri,Eint Frankfurt,Bundesliga,2024-2025,1995.0,30,26,2231,1,2,6,0,17,105,27
leo skiri stigard,Hoffenheim,Bundesliga,2024-2025,1999.0,11,11,927,0,0,0,1,0,51,1
andreas skov olsen,Wolfsburg,Bundesliga,2024-2025,1999.0,12,4,535,1,1,0,0,22,22,48
robert skov,Union Berlin,Bundesliga,2024-2025,1996.0,15,11,852,2,2,1,0,25,36,45
steven skrzybski,Holstein Kiel,Bundesliga,2024-2025,1992.0,24,15,1323,6,3,0,0,17,64,71
eric smith,St. Pauli,Bundesliga,2024-2025,1997.0,32,32,2827,1,1,7,0,16,118,11
anton stach,Hoffenheim,Bundesliga,2024-2025,1998.0,30,29,2585,1,2,8,0,33,152,36
jens stage,Werder Bremen,Bundesliga,2024-2025,1996.0,28,26,2204,10,5,10,0,28,104,89
josip stanisic,Bayern Munich,Bundesliga,2024-2025,2000.0,14,9,876,0,2,0,0,20,76,30
niklas stark,Werder Bremen,Bundesliga,2024-2025,1995.0,26,25,2106,0,1,6,1,7,62,3
pascal stenzel,Stuttgart,Bundesliga,2024-2025,1996.0,10,4,290,0,0,0,0,2,12,16
leonidas stergiou,Stuttgart,Bundesliga,2024-2025,2002.0,12,11,852,1,2,0,1,11,39,32
finley stevens,St. Pauli,Bundesliga,2024-2025,2003.0,1,0,1,0,0,0,0,0,0,0
angelo stiller,Stuttgart,Bundesliga,2024-2025,2001.0,32,31,2741,1,8,6,0,39,289,69
kevin stoger,Gladbach,Bundesliga,2024-2025,1993.0,31,16,1551,3,3,3,0,40,121,95
niklas sule,Dortmund,Bundesliga,2024-2025,1995.0,15,12,1053,0,0,1,0,15,47,10
mattias svanberg,Wolfsburg,Bundesliga,2024-2025,1999.0,20,14,1219,3,1,4,0,11,36,39
daniel svensson,Dortmund,Bundesliga,2024-2025,2002.0,12,8,781,1,3,0,0,11,41,51
haris tabakovic,Hoffenheim,Bundesliga,2024-2025,1994.0,22,6,821,3,1,0,0,4,7,45
jonathan tah,Leverkusen,Bundesliga,2024-2025,1996.0,33,33,2970,3,0,3,0,15,169,9
edmond tapsoba,Leverkusen,Bundesliga,2024-2025,1999.0,29,29,2507,0,0,4,0,52,164,17
mathys tel,Bayern Munich,Bundesliga,2024-2025,2005.0,8,2,256,0,1,0,0,6,9,34
nathan tella,Leverkusen,Bundesliga,2024-2025,1999.0,27,17,1359,2,4,1,0,38,22,130
martin terrier,Leverkusen,Bundesliga,2024-2025,1997.0,15,7,584,2,1,1,0,11,14,35
arthur theate,Eint Frankfurt,Bundesliga,2024-2025,2000.0,31,31,2704,0,0,6,1,50,171,24
norman theuerkauf,Heidenheim,Bundesliga,2024-2025,1987.0,1,0,22,0,0,0,0,0,2,0
denis thomalla,Heidenheim,Bundesliga,2024-2025,1992.0,1,0,4,0,0,0,0,0,0,0
phillip tietz,Augsburg,Bundesliga,2024-2025,1997.0,34,19,1686,7,2,4,0,8,29,113
umut tohumcu,Hoffenheim,Bundesliga,2024-2025,2004.0,12,3,375,0,1,3,0,3,13,5
john tolkin,Holstein Kiel,Bundesliga,2024-2025,2002.0,11,9,737,0,2,0,0,6,17,12
tiago tomas,Wolfsburg,Bundesliga,2024-2025,2002.0,32,23,1884,6,1,7,0,31,50,125
bazoumana toure,Hoffenheim,Bundesliga,2024-2025,2006.0,13,7,609,0,3,1,0,24,14,56
lucas tousart,Union Berlin,Bundesliga,2024-2025,1997.0,15,6,561,0,1,2,0,4,18,13
omar traore,Heidenheim,Bundesliga,2024-2025,1998.0,30,30,2616,0,1,7,0,103,117,115
kevin trapp,Eint Frankfurt,Bundesliga,2024-2025,1990.0,26,26,2295,0,0,0,0,0,1,0
philipp treu,St. Pauli,Bundesliga,2024-2025,2000.0,33,33,2881,0,2,2,0,58,105,117
christopher trimmel,Union Berlin,Bundesliga,2024-2025,1987.0,26,20,1740,0,3,5,0,18,73,45
tuta,Eint Frankfurt,Bundesliga,2024-2025,1999.0,30,26,2274,2,1,8,0,11,78,12
lukas ullrich,Gladbach,Bundesliga,2024-2025,2004.0,26,24,1903,1,2,4,0,31,39,71
sven ulreich,Bayern Munich,Bundesliga,2024-2025,1988.0,1,1,90,0,0,0,0,0,0,0
deniz undav,Stuttgart,Bundesliga,2024-2025,1996.0,27,20,1726,9,3,4,0,31,70,141
dayot upamecano,Bayern Munich,Bundesliga,2024-2025,1998.0,20,20,1759,2,0,6,0,17,137,4
jonas urbig,Bayern Munich,Bundesliga,2024-2025,2003.0,8,8,720,0,0,0,0,0,3,0
can uzun,Eint Frankfurt,Bundesliga,2024-2025,2005.0,20,6,675,4,1,1,0,11,42,45
josha vagnoman,Stuttgart,Bundesliga,2024-2025,2000.0,26,19,1834,1,1,4,0,24,47,96
siebe van der heyden,St. Pauli,Bundesliga,2024-2025,1998.0,13,11,872,1,0,4,1,10,28,26
maarten vandevoordt,RB Leipzig,Bundesliga,2024-2025,2002.0,6,4,429,0,0,0,0,0,4,0
ruben vargas,Augsburg,Bundesliga,2024-2025,1998.0,8,3,305,0,0,3,0,9,13,24
nikola vasilj,St. Pauli,Bundesliga,2024-2025,1995.0,33,33,2969,0,0,2,1,0,0,0
denis vavro,Wolfsburg,Bundesliga,2024-2025,1996.0,29,27,2461,2,0,4,0,9,96,3
milos veljkovic,Werder Bremen,Bundesliga,2024-2025,1995.0,14,11,1029,0,1,1,0,9,64,2
nikolas veratschnig,Mainz 05,Bundesliga,2024-2025,2003.0,15,2,364,0,0,1,0,7,7,30
arthur vermeeren,RB Leipzig,Bundesliga,2024-2025,2005.0,28,18,1572,0,2,7,0,14,77,20
yorbe vertessen,Union Berlin,Bundesliga,2024-2025,2001.0,17,7,718,1,0,2,0,18,16,42
gabriel vidovic,Bayern Munich,Bundesliga,2024-2025,2003.0,4,0,24,0,0,0,0,0,0,3
gabriel vidovic,Mainz 05,Bundesliga,2024-2025,2003.0,1,0,4,0,0,0,0,0,0,2
kevin vogt,Union Berlin,Bundesliga,2024-2025,1991.0,18,16,1367,1,0,6,0,11,70,2
kevin volland,Union Berlin,Bundesliga,2024-2025,1992.0,4,0,61,0,0,1,0,0,2,4
aster vranckx,Wolfsburg,Bundesliga,2024-2025,2002.0,14,6,556,0,0,1,0,5,20,6
robert wagner,St. Pauli,Bundesliga,2024-2025,2003.0,12,5,407,0,0,1,0,1,10,9
elye wahi,Eint Frankfurt,Bundesliga,2024-2025,2003.0,8,1,196,0,0,1,0,6,5,19
hauke wahl,St. Pauli,Bundesliga,2024-2025,1994.0,33,33,2970,0,0,1,0,30,142,10
paul wanner,Heidenheim,Bundesliga,2024-2025,2005.0,29,20,1771,3,2,2,0,28,64,65
kjellarik watjen,Dortmund,Bundesliga,2024-2025,2006.0,2,0,16,0,0,0,0,0,0,0
julian weigl,Gladbach,Bundesliga,2024-2025,1995.0,33,33,2881,0,2,8,0,11,122,9
timon weiner,Holstein Kiel,Bundesliga,2024-2025,1999.0,25,25,2250,0,0,4,0,0,0,0
nelson weiper,Mainz 05,Bundesliga,2024-2025,2005.0,23,7,704,3,2,2,0,12,13,62
mitchell weiser,Werder Bremen,Bundesliga,2024-2025,1994.0,32,32,2868,5,9,9,1,65,125,200
noah weihaupt,St. Pauli,Bundesliga,2024-2025,2001.0,19,13,1160,1,0,0,0,42,33,94
noah weihaupt,Freiburg,Bundesliga,2024-2025,2001.0,3,0,80,0,0,0,0,8,6,10
silvan widmer,Mainz 05,Bundesliga,2024-2025,1993.0,27,3,504,0,1,3,0,3,23,36
patrick wimmer,Wolfsburg,Bundesliga,2024-2025,2001.0,29,22,1770,3,4,5,1,46,91,75
jonas wind,Wolfsburg,Bundesliga,2024-2025,1999.0,31,21,1966,9,3,2,0,17,100,94
florian wirtz,Leverkusen,Bundesliga,2024-2025,2003.0,31,25,2351,10,12,3,0,131,176,309
dani de wit,Bochum,Bundesliga,2024-2025,1998.0,28,11,1153,2,1,1,0,5,33,37
maximilian wittek,Bochum,Bundesliga,2024-2025,1995.0,33,32,2706,0,0,8,0,47,141,83
marius wolf,Augsburg,Bundesliga,2024-2025,1995.0,32,28,2144,1,3,2,0,36,117,95
nick woltemade,Stuttgart,Bundesliga,2024-2025,2002.0,28,17,1622,12,2,5,1,31,52,141
jeong wooyeong,Union Berlin,Bundesliga,2024-2025,1999.0,23,17,1263,3,2,2,0,32,63,93
granit xhaka,Leverkusen,Bundesliga,2024-2025,1992.0,33,33,2888,2,7,3,0,42,318,72
erencan yardimci,Hoffenheim,Bundesliga,2024-2025,2002.0,8,3,313,0,0,2,0,4,4,12
danaxel zagadou,Stuttgart,Bundesliga,2024-2025,1999.0,2,0,29,0,0,1,0,0,0,0
david zec,Holstein Kiel,Bundesliga,2024-2025,2000.0,18,18,1541,2,0,5,0,3,34,2
robin zentner,Mainz 05,Bundesliga,2024-2025,1994.0,32,32,2880,0,0,3,0,0,2,0
cedric zesiger,Augsburg,Bundesliga,2024-2025,1998.0,15,15,1221,0,2,7,1,4,40,7
cedric zesiger,Wolfsburg,Bundesliga,2024-2025,1998.0,7,5,522,0,0,4,0,3,19,2
michael zetterer,Werder Bremen,Bundesliga,2024-2025,1995.0,34,34,3060,0,0,2,0,0,3,0
budu zivzivadze,Heidenheim,Bundesliga,2024-2025,1994.0,15,10,958,2,3,0,0,11,20,43
keyliane abdallah,Marseille,Ligue-1,2024-2025,2006.0,1,0,3,0,0,0,0,1,0,0
yunis abdelhamid,Saint-Étienne,Ligue-1,2024-2025,1987.0,16,11,1033,0,0,2,0,4,22,3
himad abdelli,Angers,Ligue-1,2024-2025,1999.0,32,32,2842,6,1,4,0,107,207,111
mohamed abdelmoneim,Nice,Ligue-1,2024-2025,1999.0,12,10,855,0,0,2,0,6,52,5
ali abdi,Nice,Ligue-1,2024-2025,1993.0,25,17,1393,5,2,2,0,35,42,101
matthis abline,Nantes,Ligue-1,2024-2025,2003.0,34,33,2768,9,2,3,0,75,48,169
abner,Lyon,Ligue-1,2024-2025,2000.0,19,12,1090,1,1,1,0,31,66,55
zakaria aboukhlal,Toulouse,Ligue-1,2024-2025,2000.0,26,22,1901,7,2,4,0,34,22,164
akor adams,Montpellier,Ligue-1,2024-2025,2000.0,15,13,1075,3,1,2,0,11,6,45
martin adeline,Reims,Ligue-1,2024-2025,2003.0,1,0,26,0,0,0,0,1,0,1
adryelson,Lyon,Ligue-1,2024-2025,1998.0,1,0,1,0,0,1,0,0,1,0
emmanuel agbadou,Reims,Ligue-1,2024-2025,1997.0,14,14,1260,0,0,3,0,10,77,0
jeremy agbonifo,Lens,Ligue-1,2024-2025,2005.0,8,1,300,1,0,1,0,13,6,36
ruben aguilar,Lens,Ligue-1,2024-2025,1993.0,16,13,1124,1,2,4,0,32,74,101
naouirou ahamada,Rennes,Ligue-1,2024-2025,2002.0,3,0,58,0,0,0,0,2,1,1
jeaneudes aholou,Angers,Ligue-1,2024-2025,1994.0,26,26,1959,2,0,7,0,15,68,16
ayman aiki,Saint-Étienne,Ligue-1,2024-2025,2005.0,5,1,127,0,0,0,0,4,5,8
ludovic ajorque,Brest,Ligue-1,2024-2025,1994.0,31,29,2495,13,2,5,0,10,41,124
umit akdag,Toulouse,Ligue-1,2024-2025,2003.0,9,6,500,0,0,2,0,4,29,9
sergio akieme,Reims,Ligue-1,2024-2025,1997.0,30,29,2523,2,3,5,0,55,86,97
maghnes akliouche,Monaco,Ligue-1,2024-2025,2002.0,32,27,2406,5,10,2,0,127,173,226
paul akouokou,Lyon,Ligue-1,2024-2025,1997.0,2,0,19,0,0,1,0,0,1,0
clement akpa,Auxerre,Ligue-1,2024-2025,2001.0,31,29,2486,0,1,7,0,27,74,24
chuba akpom,Lille,Ligue-1,2024-2025,1995.0,14,6,639,3,1,0,0,6,7,38
mohamed ali cho,Nice,Ligue-1,2024-2025,2004.0,27,21,1621,3,4,2,0,81,59,133
jim allevinah,Angers,Ligue-1,2024-2025,1995.0,28,23,1750,1,3,3,0,57,48,99
thiago almada,Lyon,Ligue-1,2024-2025,2001.0,16,9,951,1,4,3,0,38,97,50
jordan amavi,Brest,Ligue-1,2024-2025,1994.0,11,8,790,0,0,2,0,22,36,21
kelvin amian,Nantes,Ligue-1,2024-2025,1998.0,30,23,2165,1,0,5,0,32,73,77
michael amir murillo,Marseille,Ligue-1,2024-2025,1996.0,30,27,2437,1,3,3,0,43,140,100
samuel amoameyaw,Strasbourg,Ligue-1,2024-2025,2006.0,9,3,320,2,0,0,0,11,12,18
mathis amougou,Saint-Étienne,Ligue-1,2024-2025,2006.0,17,9,859,0,0,2,0,8,36,17
benjamin andre,Lille,Ligue-1,2024-2025,1990.0,30,30,2692,0,3,12,0,29,209,72
kyllian antonio,Lens,Ligue-1,2024-2025,2008.0,3,2,139,0,0,0,0,1,0,0
dennis appiah,Saint-Étienne,Ligue-1,2024-2025,1992.0,29,22,2128,0,1,2,0,51,108,110
carlens arcus,Angers,Ligue-1,2024-2025,1996.0,28,25,2047,0,1,3,0,39,70,79
hakon arnar haraldsson,Lille,Ligue-1,2024-2025,2003.0,25,21,1755,5,3,3,0,52,102,143
marco asensio,Paris S-G,Ligue-1,2024-2025,1996.0,12,8,618,2,4,0,0,19,36,49
lorenz assignon,Rennes,Ligue-1,2024-2025,2000.0,32,27,2357,3,4,9,0,98,116,206
dehmaine assoumani,Nantes,Ligue-1,2024-2025,2005.0,12,0,98,0,0,0,0,4,1,15
valentin atangana edoa,Reims,Ligue-1,2024-2025,2005.0,34,33,2854,1,0,7,0,41,93,38
florian aye,Auxerre,Ligue-1,2024-2025,1997.0,26,4,575,2,0,0,0,5,7,30
andre ayew,Le Havre,Ligue-1,2024-2025,1989.0,27,15,1453,4,1,2,0,5,18,43
neil el aynaoui,Lens,Ligue-1,2024-2025,2001.0,24,17,1588,8,1,4,0,11,75,29
shavy babicka,Toulouse,Ligue-1,2024-2025,2000.0,30,11,1186,4,2,2,0,36,21,122
juma bah,Lens,Ligue-1,2024-2025,2006.0,10,8,686,0,0,2,0,3,9,1
theo bair,Auxerre,Ligue-1,2024-2025,1999.0,29,11,939,2,1,1,0,15,16,42
mitchel bakker,Lille,Ligue-1,2024-2025,2000.0,24,14,1139,3,2,3,1,43,57,120
darryl bakola,Marseille,Ligue-1,2024-2025,2007.0,2,0,14,0,0,1,0,0,0,0
dilane bakwa,Strasbourg,Ligue-1,2024-2025,2002.0,30,29,2497,6,8,4,0,107,129,249
leonardo balerdi,Marseille,Ligue-1,2024-2025,1999.0,27,27,2273,0,0,9,1,13,105,5
fode ballotoure,Le Havre,Ligue-1,2024-2025,1997.0,10,9,589,0,0,0,0,15,13,14
folarin balogun,Monaco,Ligue-1,2024-2025,2001.0,13,7,615,4,0,0,0,21,9,73
abdoulaye bamba,Angers,Ligue-1,2024-2025,1990.0,19,16,1510,0,0,2,0,1,16,3
mohamed bamba,Reims,Ligue-1,2024-2025,2004.0,2,0,10,0,0,0,0,0,3,0
valentin barco,Strasbourg,Ligue-1,2024-2025,2004.0,14,14,1157,0,2,2,0,20,64,55
bradley barcola,Paris S-G,Ligue-1,2024-2025,2002.0,34,27,2181,14,10,2,0,137,96,374
melvin bard,Nice,Ligue-1,2024-2025,2000.0,24,22,1938,2,1,4,2,53,88,95
gabriel bares,Montpellier,Ligue-1,2024-2025,2000.0,6,0,56,0,0,0,0,1,3,0
teo barisic,Lyon,Ligue-1,2024-2025,2004.0,1,0,2,0,0,0,0,0,0,0
dylan batubinsika,Saint-Étienne,Ligue-1,2024-2025,1996.0,25,22,2016,1,0,3,1,11,51,1
haris belkebla,Angers,Ligue-1,2024-2025,1994.0,22,21,1792,0,1,1,0,8,69,15
yassin belkhdim,Angers,Ligue-1,2024-2025,2002.0,29,16,1523,1,1,4,0,17,37,31
eliesse ben seghir,Monaco,Ligue-1,2024-2025,2005.0,33,19,1750,6,3,0,0,85,122,170
ismael bennacer,Marseille,Ligue-1,2024-2025,1997.0,12,8,646,0,2,2,0,14,72,8
said benrahma,Lyon,Ligue-1,2024-2025,1995.0,13,9,735,1,3,0,0,41,32,109
nabil bentaleb,Lille,Ligue-1,2024-2025,1994.0,10,3,329,1,0,0,0,2,23,5
lucas beraldo,Paris S-G,Ligue-1,2024-2025,2003.0,25,22,2011,1,0,6,0,9,131,0
maxime bernauer,Saint-Étienne,Ligue-1,2024-2025,1998.0,11,9,763,0,0,4,1,7,41,0
dimitry bertaud,Montpellier,Ligue-1,2024-2025,1998.0,4,4,360,0,0,0,0,0,0,0
mika biereth,Monaco,Ligue-1,2024-2025,2003.0,16,16,1228,13,2,0,0,14,24,110
emmanuel biumla,Angers,Ligue-1,2024-2025,2005.0,17,15,1336,1,0,2,0,3,16,0
marco bizot,Brest,Ligue-1,2024-2025,1991.0,32,32,2880,0,0,4,0,0,1,0
ludovic blas,Rennes,Ligue-1,2024-2025,1997.0,29,26,2293,6,8,6,0,83,116,184
augustine boakye,Saint-Étienne,Ligue-1,2024-2025,2000.0,17,8,733,3,0,5,0,25,35,60
matheo bodmer,Le Havre,Ligue-1,2024-2025,2004.0,1,0,6,0,0,0,0,0,0,0
jeremie boga,Nice,Ligue-1,2024-2025,1997.0,21,12,1054,1,2,0,0,64,39,75
moise bombito,Nice,Ligue-1,2024-2025,2000.0,27,25,2192,0,0,3,1,27,97,10
saimon bouabre,Monaco,Ligue-1,2024-2025,2006.0,3,1,97,0,0,0,0,3,2,5
ayyoub bouaddi,Lille,Ligue-1,2024-2025,2007.0,24,11,1151,0,1,2,0,11,37,26
badredine bouanani,Nice,Ligue-1,2024-2025,2004.0,26,11,1099,3,3,2,0,47,44,93
benjamin bouchouari,Saint-Étienne,Ligue-1,2024-2025,2001.0,25,20,1772,1,0,6,0,48,133,54
hicham boudaoui,Nice,Ligue-1,2024-2025,1999.0,29,27,2435,2,3,9,0,54,124,75
justin bourgault,Brest,Ligue-1,2024-2025,2005.0,2,2,122,1,0,0,0,2,4,12
benjamin bourigeaud,Rennes,Ligue-1,2024-2025,1994.0,1,1,80,1,0,0,0,0,4,4
bilal brahimi,Nice,Ligue-1,2024-2025,2000.0,2,1,76,0,0,0,0,3,4,10
lilian brassier,Marseille,Ligue-1,2024-2025,1999.0,12,9,779,0,0,3,0,11,40,8
lilian brassier,Rennes,Ligue-1,2024-2025,1999.0,14,14,1234,1,1,1,0,21,75,11
anthony briancon,Saint-Étienne,Ligue-1,2024-2025,1994.0,1,0,1,0,0,0,0,0,0,0
aurelio buta,Reims,Ligue-1,2024-2025,1997.0,27,24,1970,0,1,5,0,28,83,64
marcin buka,Nice,Ligue-1,2024-2025,1999.0,34,34,3060,0,0,0,0,0,2,0
remy cabella,Lille,Ligue-1,2024-2025,1990.0,23,12,1011,1,2,1,0,45,77,130
mathieu cafaro,Saint-Étienne,Ligue-1,2024-2025,1997.0,15,9,732,1,0,3,1,19,16,51
duje caletacar,Lyon,Ligue-1,2024-2025,1996.0,19,17,1584,1,0,8,0,4,46,0
issiaga camara,Nice,Ligue-1,2024-2025,2005.0,4,0,20,0,0,0,0,1,2,1
lamine camara,Monaco,Ligue-1,2024-2025,2004.0,29,25,2054,2,7,10,1,25,141,46
mahdi camara,Brest,Ligue-1,2024-2025,1998.0,34,31,2659,5,3,5,0,58,111,112
ousmane camara,Angers,Ligue-1,2024-2025,2003.0,3,3,252,0,0,1,0,0,3,0
axel camblan,Brest,Ligue-1,2024-2025,2003.0,2,0,26,0,0,0,0,2,2,1
jaydee canvot,Toulouse,Ligue-1,2024-2025,2006.0,18,12,1106,0,0,2,0,9,41,0
pierrick capelle,Angers,Ligue-1,2024-2025,1987.0,16,3,483,0,0,4,0,10,22,17
gabin capuano,Lens,Ligue-1,2024-2025,2006.0,1,0,11,0,0,0,0,0,0,1
maxence caqueret,Lyon,Ligue-1,2024-2025,2000.0,9,6,573,0,0,1,0,14,50,15
simon cara,Montpellier,Ligue-1,2024-2025,2005.0,2,0,9,0,0,0,0,0,0,1
valentin carboni,Marseille,Ligue-1,2024-2025,2005.0,4,1,103,0,0,1,0,4,4,8
irvin cardona,Saint-Étienne,Ligue-1,2024-2025,1997.0,15,13,1063,5,3,2,0,30,32,135
patrik carlgren,Nantes,Ligue-1,2024-2025,1992.0,5,4,417,0,0,0,0,0,0,0
josue casimir,Le Havre,Ligue-1,2024-2025,2001.0,27,23,1997,4,4,5,0,71,41,151
cristian casseres jr,Toulouse,Ligue-1,2024-2025,2000.0,32,31,2696,1,3,11,0,31,128,46
jeancharles castelletto,Nantes,Ligue-1,2024-2025,1995.0,30,30,2620,0,0,5,1,21,87,19
enzo caumont,Angers,Ligue-1,2024-2025,2004.0,2,0,34,0,0,1,0,0,1,0
fabien centonze,Nantes,Ligue-1,2024-2025,1996.0,7,3,265,0,0,0,0,10,15,31
brendan chardonnet,Brest,Ligue-1,2024-2025,1994.0,27,27,2416,1,0,6,0,7,51,5
jhoanner chavez,Lens,Ligue-1,2024-2025,2002.0,10,7,596,1,0,1,0,14,9,36
theo chennahi,Montpellier,Ligue-1,2024-2025,2005.0,4,2,181,0,0,2,0,1,0,3
sidiki cherif,Angers,Ligue-1,2024-2025,2006.0,7,3,324,0,0,0,0,8,3,16
rayan cherki,Lyon,Ligue-1,2024-2025,2003.0,30,22,2041,8,11,3,0,106,206,184
lucas chevalier,Lille,Ligue-1,2024-2025,2001.0,34,34,3060,0,0,0,0,0,1,0
pedro chirivella,Nantes,Ligue-1,2024-2025,1997.0,30,28,2348,0,2,6,0,16,170,25
joris chotard,Montpellier,Ligue-1,2024-2025,2001.0,26,23,1892,1,0,5,0,20,80,35
djaoui cisse,Rennes,Ligue-1,2024-2025,2004.0,14,14,1121,1,0,4,0,16,84,14
yoann cisse,Auxerre,Ligue-1,2024-2025,2004.0,2,0,5,0,0,0,0,0,0,2
jonathan clauss,Nice,Ligue-1,2024-2025,1992.0,28,27,2303,3,8,7,0,53,105,160
marcus coco,Nantes,Ligue-1,2024-2025,1996.0,20,10,951,0,1,3,2,12,34,40
alois confais,Le Havre,Ligue-1,2024-2025,1996.0,1,0,3,0,0,0,0,0,0,0
francis coquelin,Nantes,Ligue-1,2024-2025,1991.0,6,3,224,1,1,1,0,3,8,2
derek cornelius,Marseille,Ligue-1,2024-2025,1997.0,21,17,1420,0,0,9,2,10,68,11
pierre cornud,Saint-Étienne,Ligue-1,2024-2025,1996.0,11,7,576,0,0,2,0,11,19,17
david costa,Lens,Ligue-1,2024-2025,2001.0,11,3,352,0,0,0,1,14,24,20
logan costa,Toulouse,Ligue-1,2024-2025,2001.0,1,1,90,0,0,0,0,1,4,1
gregoire coudert,Brest,Ligue-1,2024-2025,1999.0,2,2,180,0,0,0,0,0,0,0
lasso coulibaly,Auxerre,Ligue-1,2024-2025,2002.0,3,0,45,1,0,0,0,0,0,4
mamadou coulibaly,Monaco,Ligue-1,2024-2025,2004.0,1,0,8,0,0,0,0,0,0,1
soumaila coulibaly,Brest,Ligue-1,2024-2025,2003.0,7,5,438,0,0,1,0,1,16,0
tanguy coulibaly,Montpellier,Ligue-1,2024-2025,2001.0,25,17,1485,3,0,4,2,48,20,97
marius courcoul,Angers,Ligue-1,2024-2025,2007.0,8,3,309,0,0,0,0,5,7,7
nicolas cozza,Nantes,Ligue-1,2024-2025,1999.0,27,23,2051,1,0,3,1,25,64,56
