Player,Squad,Liga,Season,Sh,SoT,G/Sh,xG,npxG,npxG/Sh,G-xG
frederik rnnow,Union Berlin,Bundesliga,2024-2025,1,0,0.0,0.1,0.1,0.09,-0.1
elias saad,St. Pauli,Bundesliga,2024-2025,26,8,0.12,2.8,2.8,0.11,0.2
marcel sabitzer,Dortmund,Bundesliga,2024-2025,21,8,0.05,1.8,1.8,0.08,-0.8
faik sakar,RB Leipzig,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
manolis saliakas,St. Pauli,Bundesliga,2024-2025,29,6,0.07,1.5,1.5,0.05,0.5
roland sallai,Freiburg,Bundesliga,2024-2025,3,1,0.0,0.1,0.1,0.04,-0.1
diadie samassekou,Hoffenheim,Bundesliga,2024-2025,3,1,0.0,0.1,0.1,0.02,-0.1
philipp sander,Gladbach,Bundesliga,2024-2025,18,7,0.06,1.2,1.2,0.07,-0.2
james sands,St. Pauli,Bundesliga,2024-2025,1,0,0.0,0.1,0.1,0.05,-0.1
leroy sane,Bayern Munich,Bundesliga,2024-2025,67,29,0.16,10.2,10.2,0.15,0.8
kaishu sano,Mainz 05,Bundesliga,2024-2025,20,2,0.0,0.9,0.9,0.04,-0.9
kaua santos,Eint Frankfurt,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
joe scally,Gladbach,Bundesliga,2024-2025,6,1,0.0,0.4,0.4,0.06,-0.4
andras schafer,Union Berlin,Bundesliga,2024-2025,12,1,0.08,0.6,0.6,0.05,0.4
patrik schick,Leverkusen,Bundesliga,2024-2025,68,32,0.29,12.7,11.9,0.17,8.3
stefan schimmer,Heidenheim,Bundesliga,2024-2025,10,2,0.0,1.1,1.1,0.11,-1.1
xaver schlager,RB Leipzig,Bundesliga,2024-2025,1,0,0.0,0.1,0.1,0.06,-0.1
keven schlotterbeck,Augsburg,Bundesliga,2024-2025,12,4,0.25,0.8,0.8,0.06,2.2
nico schlotterbeck,Dortmund,Bundesliga,2024-2025,17,4,0.0,1.3,1.3,0.08,-1.3
romano schmid,Werder Bremen,Bundesliga,2024-2025,47,13,0.09,4.3,3.5,0.07,0.7
jan schoppner,Heidenheim,Bundesliga,2024-2025,41,13,0.1,3.9,3.9,0.09,0.1
marvin schulz,Holstein Kiel,Bundesliga,2024-2025,3,1,0.0,0.0,0.0,0.01,0.0
alexander schwolow,Union Berlin,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
leo scienza,Heidenheim,Bundesliga,2024-2025,38,15,0.08,2.0,2.0,0.05,1.0
nicolas seiwald,RB Leipzig,Bundesliga,2024-2025,5,0,0.0,0.2,0.2,0.04,-0.2
benjamin sesko,RB Leipzig,Bundesliga,2024-2025,66,29,0.17,10.0,8.4,0.13,3.0
armindo sieb,Mainz 05,Bundesliga,2024-2025,29,7,0.07,2.8,2.8,0.1,-0.8
tim siersleben,Heidenheim,Bundesliga,2024-2025,4,2,0.0,0.6,0.6,0.15,-0.6
kiliann sildillia,Freiburg,Bundesliga,2024-2025,7,2,0.29,0.5,0.5,0.07,1.5
andre silva,Werder Bremen,Bundesliga,2024-2025,12,5,0.0,2.6,1.0,0.08,-1.6
andre silva,RB Leipzig,Bundesliga,2024-2025,7,2,0.0,1.3,0.5,0.07,-0.3
mohamed simakan,RB Leipzig,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
xavi simons,RB Leipzig,Bundesliga,2024-2025,50,23,0.2,5.1,5.1,0.1,4.9
danel sinani,St. Pauli,Bundesliga,2024-2025,35,12,0.06,1.7,1.7,0.05,0.3
tobias sippel,Gladbach,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
ibrahima sissoko,Bochum,Bundesliga,2024-2025,25,8,0.08,1.7,1.7,0.07,0.3
tim skarke,Union Berlin,Bundesliga,2024-2025,20,9,0.0,2.1,2.1,0.1,-2.1
ellyes skhiri,Eint Frankfurt,Bundesliga,2024-2025,13,2,0.08,1.4,1.4,0.11,-0.4
leo skiri stigard,Hoffenheim,Bundesliga,2024-2025,5,0,0.0,0.3,0.3,0.06,-0.3
andreas skov olsen,Wolfsburg,Bundesliga,2024-2025,7,1,0.14,0.8,0.8,0.12,0.2
robert skov,Union Berlin,Bundesliga,2024-2025,16,5,0.06,1.7,0.9,0.06,0.3
steven skrzybski,Holstein Kiel,Bundesliga,2024-2025,32,12,0.16,3.5,2.7,0.09,2.5
eric smith,St. Pauli,Bundesliga,2024-2025,24,9,0.04,1.4,1.4,0.06,-0.4
anton stach,Hoffenheim,Bundesliga,2024-2025,35,10,0.03,2.0,2.0,0.06,-1.0
jens stage,Werder Bremen,Bundesliga,2024-2025,44,15,0.23,7.2,7.2,0.16,2.8
josip stanisic,Bayern Munich,Bundesliga,2024-2025,2,0,0.0,0.3,0.3,0.13,-0.3
niklas stark,Werder Bremen,Bundesliga,2024-2025,12,3,0.0,1.1,1.1,0.09,-1.1
pascal stenzel,Stuttgart,Bundesliga,2024-2025,8,2,0.0,0.3,0.3,0.04,-0.3
leonidas stergiou,Stuttgart,Bundesliga,2024-2025,3,1,0.33,1.1,1.1,0.35,-0.1
finley stevens,St. Pauli,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
angelo stiller,Stuttgart,Bundesliga,2024-2025,21,4,0.05,1.8,1.8,0.08,-0.8
kevin stoger,Gladbach,Bundesliga,2024-2025,24,9,0.04,3.9,2.3,0.1,-0.9
niklas sule,Dortmund,Bundesliga,2024-2025,9,2,0.0,0.6,0.6,0.07,-0.6
mattias svanberg,Wolfsburg,Bundesliga,2024-2025,21,7,0.14,3.6,3.6,0.17,-0.6
daniel svensson,Dortmund,Bundesliga,2024-2025,6,2,0.17,0.8,0.8,0.13,0.2
haris tabakovic,Hoffenheim,Bundesliga,2024-2025,30,10,0.1,3.3,3.3,0.11,-0.3
jonathan tah,Leverkusen,Bundesliga,2024-2025,24,7,0.13,1.1,1.1,0.05,1.9
edmond tapsoba,Leverkusen,Bundesliga,2024-2025,21,2,0.0,1.1,1.1,0.05,-1.1
mathys tel,Bayern Munich,Bundesliga,2024-2025,10,3,0.0,0.7,0.7,0.07,-0.7
nathan tella,Leverkusen,Bundesliga,2024-2025,28,10,0.07,3.1,3.1,0.11,-1.1
martin terrier,Leverkusen,Bundesliga,2024-2025,16,6,0.13,2.4,2.4,0.15,-0.4
arthur theate,Eint Frankfurt,Bundesliga,2024-2025,36,9,0.0,2.4,2.4,0.07,-2.4
norman theuerkauf,Heidenheim,Bundesliga,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
denis thomalla,Heidenheim,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
phillip tietz,Augsburg,Bundesliga,2024-2025,51,19,0.12,6.1,5.3,0.1,0.9
umut tohumcu,Hoffenheim,Bundesliga,2024-2025,3,1,0.0,0.1,0.1,0.04,-0.1
john tolkin,Holstein Kiel,Bundesliga,2024-2025,3,0,0.0,0.1,0.1,0.02,-0.1
tiago tomas,Wolfsburg,Bundesliga,2024-2025,42,20,0.14,5.4,5.4,0.13,0.6
bazoumana toure,Hoffenheim,Bundesliga,2024-2025,19,5,0.0,1.4,1.4,0.07,-1.4
lucas tousart,Union Berlin,Bundesliga,2024-2025,9,5,0.0,0.4,0.4,0.04,-0.4
omar traore,Heidenheim,Bundesliga,2024-2025,16,3,0.0,0.5,0.5,0.03,-0.5
kevin trapp,Eint Frankfurt,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
philipp treu,St. Pauli,Bundesliga,2024-2025,19,4,0.0,1.2,1.2,0.07,-1.2
christopher trimmel,Union Berlin,Bundesliga,2024-2025,9,3,0.0,0.2,0.2,0.03,-0.2
tuta,Eint Frankfurt,Bundesliga,2024-2025,13,5,0.15,1.1,1.1,0.08,0.9
lukas ullrich,Gladbach,Bundesliga,2024-2025,8,2,0.13,0.9,0.9,0.11,0.1
sven ulreich,Bayern Munich,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
deniz undav,Stuttgart,Bundesliga,2024-2025,75,31,0.12,11.7,11.7,0.16,-2.7
dayot upamecano,Bayern Munich,Bundesliga,2024-2025,13,6,0.15,1.2,1.2,0.09,0.8
jonas urbig,Bayern Munich,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
can uzun,Eint Frankfurt,Bundesliga,2024-2025,27,11,0.15,3.0,3.0,0.11,1.0
josha vagnoman,Stuttgart,Bundesliga,2024-2025,15,6,0.07,1.5,1.5,0.1,-0.5
siebe van der heyden,St. Pauli,Bundesliga,2024-2025,3,2,0.33,1.7,1.7,0.58,-0.7
maarten vandevoordt,RB Leipzig,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
ruben vargas,Augsburg,Bundesliga,2024-2025,9,1,0.0,0.7,0.7,0.08,-0.7
nikola vasilj,St. Pauli,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
denis vavro,Wolfsburg,Bundesliga,2024-2025,25,6,0.08,1.4,1.4,0.05,0.6
milos veljkovic,Werder Bremen,Bundesliga,2024-2025,2,1,0.0,0.6,0.6,0.28,-0.6
nikolas veratschnig,Mainz 05,Bundesliga,2024-2025,7,1,0.0,0.2,0.2,0.03,-0.2
arthur vermeeren,RB Leipzig,Bundesliga,2024-2025,4,1,0.0,0.4,0.4,0.09,-0.4
yorbe vertessen,Union Berlin,Bundesliga,2024-2025,27,5,0.04,1.3,1.3,0.05,-0.3
gabriel vidovic,Bayern Munich,Bundesliga,2024-2025,1,0,0.0,0.1,0.1,0.11,-0.1
gabriel vidovic,Mainz 05,Bundesliga,2024-2025,1,0,0.0,0.1,0.1,0.05,-0.1
kevin vogt,Union Berlin,Bundesliga,2024-2025,0,0,,0.8,0.0,,0.2
kevin volland,Union Berlin,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
aster vranckx,Wolfsburg,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
robert wagner,St. Pauli,Bundesliga,2024-2025,2,0,0.0,0.1,0.1,0.05,-0.1
elye wahi,Eint Frankfurt,Bundesliga,2024-2025,9,2,0.0,1.3,1.3,0.14,-1.3
hauke wahl,St. Pauli,Bundesliga,2024-2025,11,4,0.0,0.9,0.9,0.08,-0.9
paul wanner,Heidenheim,Bundesliga,2024-2025,24,5,0.08,3.7,2.9,0.12,-0.7
kjellarik watjen,Dortmund,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
julian weigl,Gladbach,Bundesliga,2024-2025,19,6,0.0,0.7,0.7,0.04,-0.7
timon weiner,Holstein Kiel,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
nelson weiper,Mainz 05,Bundesliga,2024-2025,22,12,0.14,4.1,4.1,0.19,-1.1
mitchell weiser,Werder Bremen,Bundesliga,2024-2025,43,15,0.12,5.4,5.4,0.13,-0.4
noah weihaupt,St. Pauli,Bundesliga,2024-2025,18,4,0.06,2.1,2.1,0.12,-1.1
noah weihaupt,Freiburg,Bundesliga,2024-2025,1,0,0.0,0.0,0.0,0.04,0.0
silvan widmer,Mainz 05,Bundesliga,2024-2025,3,1,0.0,0.3,0.3,0.11,-0.3
patrick wimmer,Wolfsburg,Bundesliga,2024-2025,41,10,0.07,3.7,3.7,0.09,-0.7
jonas wind,Wolfsburg,Bundesliga,2024-2025,38,11,0.21,5.7,4.0,0.1,3.3
florian wirtz,Leverkusen,Bundesliga,2024-2025,74,35,0.11,9.4,6.1,0.08,0.6
dani de wit,Bochum,Bundesliga,2024-2025,20,7,0.1,2.1,2.1,0.11,-0.1
maximilian wittek,Bochum,Bundesliga,2024-2025,41,7,0.0,1.4,1.4,0.03,-1.4
marius wolf,Augsburg,Bundesliga,2024-2025,12,2,0.08,0.7,0.7,0.06,0.3
nick woltemade,Stuttgart,Bundesliga,2024-2025,46,23,0.22,10.2,8.0,0.17,1.8
jeong wooyeong,Union Berlin,Bundesliga,2024-2025,25,6,0.12,2.8,2.8,0.11,0.2
granit xhaka,Leverkusen,Bundesliga,2024-2025,21,3,0.1,0.9,0.9,0.04,1.1
erencan yardimci,Hoffenheim,Bundesliga,2024-2025,6,1,0.0,1.0,1.0,0.17,-1.0
danaxel zagadou,Stuttgart,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
david zec,Holstein Kiel,Bundesliga,2024-2025,11,5,0.18,1.2,1.2,0.11,0.8
robin zentner,Mainz 05,Bundesliga,2024-2025,1,0,0.0,0.0,0.0,0.01,0.0
cedric zesiger,Augsburg,Bundesliga,2024-2025,10,2,0.0,1.2,1.2,0.12,-1.2
cedric zesiger,Wolfsburg,Bundesliga,2024-2025,2,1,0.0,0.1,0.1,0.03,-0.1
michael zetterer,Werder Bremen,Bundesliga,2024-2025,0,0,,0.0,0.0,,0.0
budu zivzivadze,Heidenheim,Bundesliga,2024-2025,22,9,0.09,1.7,1.7,0.08,0.3
keyliane abdallah,Marseille,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
yunis abdelhamid,Saint-Étienne,Ligue-1,2024-2025,2,1,0.0,0.2,0.2,0.12,-0.2
himad abdelli,Angers,Ligue-1,2024-2025,35,8,0.09,6.4,3.2,0.09,-0.4
mohamed abdelmoneim,Nice,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
ali abdi,Nice,Ligue-1,2024-2025,29,11,0.17,4.3,4.3,0.17,0.7
matthis abline,Nantes,Ligue-1,2024-2025,73,26,0.11,8.5,7.7,0.11,0.5
abner,Lyon,Ligue-1,2024-2025,7,3,0.14,0.6,0.6,0.08,0.4
zakaria aboukhlal,Toulouse,Ligue-1,2024-2025,62,26,0.1,10.2,8.6,0.14,-3.2
akor adams,Montpellier,Ligue-1,2024-2025,26,12,0.12,4.3,4.3,0.16,-1.3
martin adeline,Reims,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
adryelson,Lyon,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
emmanuel agbadou,Reims,Ligue-1,2024-2025,15,3,0.0,0.5,0.5,0.04,-0.5
jeremy agbonifo,Lens,Ligue-1,2024-2025,6,4,0.17,0.7,0.7,0.11,0.3
ruben aguilar,Lens,Ligue-1,2024-2025,11,3,0.09,0.8,0.8,0.07,0.2
naouirou ahamada,Rennes,Ligue-1,2024-2025,1,0,0.0,0.0,0.0,0.02,0.0
jeaneudes aholou,Angers,Ligue-1,2024-2025,27,7,0.07,1.8,1.8,0.07,0.2
ayman aiki,Saint-Étienne,Ligue-1,2024-2025,3,1,0.0,0.1,0.1,0.03,-0.1
ludovic ajorque,Brest,Ligue-1,2024-2025,53,25,0.25,10.4,9.6,0.18,2.6
umit akdag,Toulouse,Ligue-1,2024-2025,2,0,0.0,0.1,0.1,0.04,-0.1
sergio akieme,Reims,Ligue-1,2024-2025,26,7,0.08,1.5,1.5,0.06,0.5
maghnes akliouche,Monaco,Ligue-1,2024-2025,61,17,0.07,9.2,8.4,0.14,-4.2
paul akouokou,Lyon,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
clement akpa,Auxerre,Ligue-1,2024-2025,6,1,0.0,0.3,0.3,0.05,-0.3
chuba akpom,Lille,Ligue-1,2024-2025,18,9,0.11,5.0,3.4,0.19,-2.0
mohamed ali cho,Nice,Ligue-1,2024-2025,36,15,0.08,4.0,4.0,0.11,-1.0
jim allevinah,Angers,Ligue-1,2024-2025,35,10,0.03,4.2,4.2,0.12,-3.2
thiago almada,Lyon,Ligue-1,2024-2025,23,5,0.04,2.0,2.0,0.09,-1.0
jordan amavi,Brest,Ligue-1,2024-2025,8,3,0.0,0.3,0.3,0.03,-0.3
kelvin amian,Nantes,Ligue-1,2024-2025,7,4,0.14,1.0,1.0,0.14,0.0
michael amir murillo,Marseille,Ligue-1,2024-2025,13,4,0.08,1.5,1.5,0.12,-0.5
samuel amoameyaw,Strasbourg,Ligue-1,2024-2025,9,7,0.22,0.7,0.7,0.08,1.3
mathis amougou,Saint-Étienne,Ligue-1,2024-2025,7,1,0.0,0.5,0.5,0.06,-0.5
benjamin andre,Lille,Ligue-1,2024-2025,16,4,0.0,1.4,1.4,0.09,-1.4
kyllian antonio,Lens,Ligue-1,2024-2025,1,0,0.0,0.1,0.1,0.05,-0.1
dennis appiah,Saint-Étienne,Ligue-1,2024-2025,5,2,0.0,0.2,0.2,0.04,-0.2
carlens arcus,Angers,Ligue-1,2024-2025,3,0,0.0,0.0,0.0,0.01,0.0
hakon arnar haraldsson,Lille,Ligue-1,2024-2025,35,13,0.14,3.8,3.8,0.11,1.2
marco asensio,Paris S-G,Ligue-1,2024-2025,26,14,0.08,5.6,5.6,0.22,-3.6
lorenz assignon,Rennes,Ligue-1,2024-2025,22,5,0.14,2.2,2.2,0.1,0.8
dehmaine assoumani,Nantes,Ligue-1,2024-2025,3,2,0.0,0.1,0.1,0.03,-0.1
valentin atangana edoa,Reims,Ligue-1,2024-2025,33,6,0.03,2.5,2.5,0.08,-1.5
florian aye,Auxerre,Ligue-1,2024-2025,12,3,0.17,1.9,1.9,0.16,0.1
andre ayew,Le Havre,Ligue-1,2024-2025,22,9,0.18,4.3,4.3,0.21,-0.3
neil el aynaoui,Lens,Ligue-1,2024-2025,16,7,0.31,4.0,1.6,0.1,4.0
shavy babicka,Toulouse,Ligue-1,2024-2025,20,9,0.2,3.9,3.9,0.2,0.1
juma bah,Lens,Ligue-1,2024-2025,2,1,0.0,0.1,0.1,0.04,-0.1
theo bair,Auxerre,Ligue-1,2024-2025,26,13,0.08,3.0,3.0,0.12,-1.0
mitchel bakker,Lille,Ligue-1,2024-2025,23,10,0.13,3.0,3.0,0.13,0.0
darryl bakola,Marseille,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
dilane bakwa,Strasbourg,Ligue-1,2024-2025,52,22,0.12,4.7,4.7,0.09,1.3
leonardo balerdi,Marseille,Ligue-1,2024-2025,15,1,0.0,0.9,0.9,0.06,-0.9
fode ballotoure,Le Havre,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
folarin balogun,Monaco,Ligue-1,2024-2025,31,10,0.13,4.8,4.8,0.15,-0.8
abdoulaye bamba,Angers,Ligue-1,2024-2025,1,0,0.0,0.1,0.1,0.09,-0.1
mohamed bamba,Reims,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
valentin barco,Strasbourg,Ligue-1,2024-2025,10,1,0.0,0.5,0.5,0.05,-0.5
bradley barcola,Paris S-G,Ligue-1,2024-2025,74,38,0.19,13.4,13.4,0.18,0.6
melvin bard,Nice,Ligue-1,2024-2025,23,8,0.09,2.2,2.2,0.1,-0.2
gabriel bares,Montpellier,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
teo barisic,Lyon,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
dylan batubinsika,Saint-Étienne,Ligue-1,2024-2025,7,2,0.14,0.8,0.8,0.12,0.2
haris belkebla,Angers,Ligue-1,2024-2025,3,0,0.0,0.1,0.1,0.03,-0.1
yassin belkhdim,Angers,Ligue-1,2024-2025,9,5,0.11,0.8,0.8,0.09,0.2
eliesse ben seghir,Monaco,Ligue-1,2024-2025,58,19,0.07,5.5,4.1,0.07,0.5
ismael bennacer,Marseille,Ligue-1,2024-2025,3,0,0.0,0.1,0.1,0.03,-0.1
said benrahma,Lyon,Ligue-1,2024-2025,17,4,0.06,2.0,2.0,0.12,-1.0
nabil bentaleb,Lille,Ligue-1,2024-2025,5,1,0.2,0.7,0.7,0.15,0.3
lucas beraldo,Paris S-G,Ligue-1,2024-2025,12,4,0.08,0.9,0.9,0.07,0.1
maxime bernauer,Saint-Étienne,Ligue-1,2024-2025,2,0,0.0,0.1,0.1,0.03,-0.1
dimitry bertaud,Montpellier,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
mika biereth,Monaco,Ligue-1,2024-2025,40,22,0.3,11.3,9.7,0.24,1.7
emmanuel biumla,Angers,Ligue-1,2024-2025,4,2,0.25,0.7,0.7,0.18,0.3
marco bizot,Brest,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
ludovic blas,Rennes,Ligue-1,2024-2025,57,26,0.11,5.0,5.0,0.09,1.0
augustine boakye,Saint-Étienne,Ligue-1,2024-2025,24,9,0.13,1.8,1.8,0.08,1.2
matheo bodmer,Le Havre,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
jeremie boga,Nice,Ligue-1,2024-2025,30,16,0.03,2.3,2.3,0.08,-1.3
moise bombito,Nice,Ligue-1,2024-2025,8,1,0.0,0.7,0.7,0.09,-0.7
saimon bouabre,Monaco,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
ayyoub bouaddi,Lille,Ligue-1,2024-2025,3,1,0.0,0.1,0.1,0.04,-0.1
badredine bouanani,Nice,Ligue-1,2024-2025,30,14,0.07,2.7,1.9,0.06,0.3
benjamin bouchouari,Saint-Étienne,Ligue-1,2024-2025,16,3,0.06,0.6,0.6,0.04,0.4
hicham boudaoui,Nice,Ligue-1,2024-2025,39,18,0.05,2.7,2.7,0.07,-0.7
justin bourgault,Brest,Ligue-1,2024-2025,2,1,0.5,0.1,0.1,0.04,0.9
benjamin bourigeaud,Rennes,Ligue-1,2024-2025,2,1,0.5,0.2,0.2,0.08,0.8
bilal brahimi,Nice,Ligue-1,2024-2025,1,1,0.0,0.0,0.0,0.04,0.0
lilian brassier,Marseille,Ligue-1,2024-2025,5,1,0.0,0.2,0.2,0.05,-0.2
lilian brassier,Rennes,Ligue-1,2024-2025,14,1,0.07,1.5,1.5,0.11,-0.5
anthony briancon,Saint-Étienne,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
aurelio buta,Reims,Ligue-1,2024-2025,8,1,0.0,0.3,0.3,0.03,-0.3
marcin buka,Nice,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
remy cabella,Lille,Ligue-1,2024-2025,30,7,0.03,4.0,4.0,0.13,-3.0
mathieu cafaro,Saint-Étienne,Ligue-1,2024-2025,23,10,0.04,1.5,1.5,0.06,-0.5
duje caletacar,Lyon,Ligue-1,2024-2025,11,1,0.09,2.1,2.1,0.19,-1.1
issiaga camara,Nice,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
lamine camara,Monaco,Ligue-1,2024-2025,26,9,0.08,2.3,2.3,0.09,-0.3
mahdi camara,Brest,Ligue-1,2024-2025,49,19,0.1,4.1,4.1,0.08,0.9
ousmane camara,Angers,Ligue-1,2024-2025,1,0,0.0,0.1,0.1,0.08,-0.1
axel camblan,Brest,Ligue-1,2024-2025,1,0,0.0,0.0,0.0,0.05,0.0
jaydee canvot,Toulouse,Ligue-1,2024-2025,5,1,0.0,0.2,0.2,0.04,-0.2
pierrick capelle,Angers,Ligue-1,2024-2025,6,0,0.0,0.2,0.2,0.04,-0.2
gabin capuano,Lens,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
maxence caqueret,Lyon,Ligue-1,2024-2025,7,1,0.0,0.7,0.7,0.09,-0.7
simon cara,Montpellier,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
valentin carboni,Marseille,Ligue-1,2024-2025,2,1,0.0,0.0,0.0,0.02,0.0
irvin cardona,Saint-Étienne,Ligue-1,2024-2025,23,10,0.22,4.5,3.7,0.18,0.5
patrik carlgren,Nantes,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
josue casimir,Le Havre,Ligue-1,2024-2025,27,9,0.15,3.3,3.3,0.12,0.7
cristian casseres jr,Toulouse,Ligue-1,2024-2025,17,5,0.06,1.0,1.0,0.06,0.0
jeancharles castelletto,Nantes,Ligue-1,2024-2025,17,5,0.0,1.8,1.8,0.13,-1.8
enzo caumont,Angers,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
fabien centonze,Nantes,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
brendan chardonnet,Brest,Ligue-1,2024-2025,14,1,0.07,0.8,0.8,0.06,0.2
jhoanner chavez,Lens,Ligue-1,2024-2025,5,3,0.2,0.3,0.3,0.06,0.7
theo chennahi,Montpellier,Ligue-1,2024-2025,2,0,0.0,0.2,0.2,0.08,-0.2
sidiki cherif,Angers,Ligue-1,2024-2025,5,2,0.0,0.7,0.7,0.15,-0.7
rayan cherki,Lyon,Ligue-1,2024-2025,45,19,0.18,5.0,5.0,0.11,3.0
lucas chevalier,Lille,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
pedro chirivella,Nantes,Ligue-1,2024-2025,8,2,0.0,0.5,0.5,0.06,-0.5
joris chotard,Montpellier,Ligue-1,2024-2025,19,3,0.05,1.3,1.3,0.07,-0.3
djaoui cisse,Rennes,Ligue-1,2024-2025,15,7,0.07,0.4,0.4,0.03,0.6
yoann cisse,Auxerre,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
jonathan clauss,Nice,Ligue-1,2024-2025,26,8,0.12,2.2,2.2,0.09,0.8
marcus coco,Nantes,Ligue-1,2024-2025,2,0,0.0,0.1,0.1,0.03,-0.1
alois confais,Le Havre,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
francis coquelin,Nantes,Ligue-1,2024-2025,7,1,0.14,1.0,1.0,0.15,0.0
derek cornelius,Marseille,Ligue-1,2024-2025,9,1,0.0,0.9,0.9,0.1,-0.9
pierre cornud,Saint-Étienne,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
david costa,Lens,Ligue-1,2024-2025,9,2,0.0,1.2,1.2,0.13,-1.2
logan costa,Toulouse,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
gregoire coudert,Brest,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
lasso coulibaly,Auxerre,Ligue-1,2024-2025,3,2,0.33,0.3,0.3,0.09,0.7
mamadou coulibaly,Monaco,Ligue-1,2024-2025,1,0,0.0,0.1,0.1,0.08,-0.1
soumaila coulibaly,Brest,Ligue-1,2024-2025,4,0,0.0,0.2,0.2,0.04,-0.2
tanguy coulibaly,Montpellier,Ligue-1,2024-2025,30,13,0.1,3.5,3.5,0.12,-0.5
marius courcoul,Angers,Ligue-1,2024-2025,3,1,0.0,0.1,0.1,0.03,-0.1
nicolas cozza,Nantes,Ligue-1,2024-2025,17,6,0.06,1.4,1.4,0.08,-0.4
charlie cresswell,Toulouse,Ligue-1,2024-2025,32,13,0.09,3.3,3.3,0.1,-0.3
kevin danois,Auxerre,Ligue-1,2024-2025,17,3,0.0,1.5,1.5,0.09,-1.5
kevin danso,Lens,Ligue-1,2024-2025,10,2,0.0,0.5,0.5,0.05,-0.5
dante,Nice,Ligue-1,2024-2025,9,2,0.0,0.5,0.5,0.05,-0.5
pape daouda diongue,Strasbourg,Ligue-1,2024-2025,5,2,0.2,1.0,1.0,0.2,0.0
mohamed daramy,Reims,Ligue-1,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
jonathan david,Lille,Ligue-1,2024-2025,66,28,0.15,16.2,10.7,0.16,-0.2
zuriko davitashvili,Saint-Étienne,Ligue-1,2024-2025,68,24,0.1,8.1,6.6,0.1,0.9
theo de percin,Auxerre,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
thibault de smet,Reims,Ligue-1,2024-2025,1,0,0.0,0.1,0.1,0.14,-0.1
amar dedic,Marseille,Ligue-1,2024-2025,6,2,0.0,0.9,0.9,0.15,-0.9
romain del castillo,Brest,Ligue-1,2024-2025,17,8,0.18,4.7,1.5,0.09,1.3
thomas delaine,Strasbourg,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
andy delort,Montpellier,Ligue-1,2024-2025,17,6,0.0,1.3,1.3,0.08,-1.3
ousmane dembele,Paris S-G,Ligue-1,2024-2025,96,49,0.21,16.6,15.8,0.16,4.4
remy descamps,Lyon,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
arthur desmas,Le Havre,Ligue-1,2024-2025,0,0,,0.0,0.0,,0.0
