Player,Squad,Liga,Season,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,Touch_Live,drib_Att,drib_Succ%,Tckl_Drib,Tckl_Drib%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle
jonathan bamba,celta vigo,La-Liga,2024-2025,74,235,170,21,468,38,0.395,19,0.5,936,15,8,20,13
adrian baquerin,valladolid,La-Liga,2024-2025,2,8,8,3,18,2,0.0,1,0.5,4,0,0,1,1
valentin barco,sevilla,La-Liga,2024-2025,45,92,100,3,236,13,0.231,9,0.6920000000000001,254,4,0,6,4
borna barisic,leganes,La-Liga,2024-2025,0,2,2,0,4,0,,0,,1,0,0,0,0
kike barja,osasuna,La-Liga,2024-2025,24,46,98,17,167,16,0.43799999999999994,8,0.5,384,9,5,16,5
enzo barrenechea,valencia,La-Liga,2024-2025,378,1038,198,14,1601,31,0.355,15,0.484,1515,17,0,23,18
ander barrenetxea,real sociedad,La-Liga,2024-2025,102,263,402,63,751,69,0.377,40,0.58,1239,26,19,47,26
pablo barrios,atletico madrid,La-Liga,2024-2025,415,1001,378,29,1784,42,0.595,14,0.33299999999999996,2315,35,6,49,23
thierno barry,villarreal,La-Liga,2024-2025,44,246,346,126,623,50,0.36,25,0.5,1041,35,25,86,27
marc bartra,betis,La-Liga,2024-2025,862,561,70,18,1483,15,0.467,8,0.5329999999999999,2534,15,1,12,5
aboubacar bassinga,las palmas,La-Liga,2024-2025,0,4,0,0,4,0,,0,,4,0,0,0,1
augusto batalla,rayo vallecano,La-Liga,2024-2025,1245,15,0,0,1260,6,1.0,0,0.0,2275,0,0,1,0
rafael bauza,espanyol,La-Liga,2024-2025,22,39,14,1,74,2,0.5,1,0.5,102,2,0,1,0
sheraldo becker,real sociedad,La-Liga,2024-2025,41,113,236,36,384,11,0.364,4,0.364,1038,16,14,17,4
donny van de beek,girona,La-Liga,2024-2025,113,246,230,61,580,13,0.462,7,0.5379999999999999,588,15,2,13,15
luken beitia,real sociedad,La-Liga,2024-2025,6,1,0,0,7,0,,0,,1,0,0,0,0
ismael bekhoucha,getafe,La-Liga,2024-2025,14,13,9,0,35,3,0.667,1,0.33299999999999996,35,0,0,2,0
hector bellerin,betis,La-Liga,2024-2025,122,190,73,11,384,8,0.75,2,0.25,344,4,0,6,1
jude bellingham,real madrid,La-Liga,2024-2025,239,910,752,110,1879,75,0.547,28,0.373,2818,61,14,54,43
fran beltran,celta vigo,La-Liga,2024-2025,385,1088,246,14,1711,19,0.526,8,0.42100000000000004,2137,29,2,23,22
carlos benavidez,alaves,La-Liga,2024-2025,83,167,47,2,292,6,0.667,1,0.16699999999999998,283,2,1,5,0
iker benito,osasuna,La-Liga,2024-2025,4,11,4,0,18,1,0.0,1,1.0,25,1,0,1,0
yuri berchiche,athletic club,La-Liga,2024-2025,454,884,305,16,1631,16,0.375,8,0.5,2158,29,3,18,2
alex berenguer,athletic club,La-Liga,2024-2025,98,462,713,86,1249,82,0.402,41,0.5,2050,40,27,52,50
marc bernal,barcelona,La-Liga,2024-2025,47,116,21,1,184,3,0.667,1,0.33299999999999996,150,2,0,2,2
juan bernat,villarreal,La-Liga,2024-2025,42,63,56,13,160,8,0.375,5,0.625,168,3,1,3,2
juan bernat,getafe,La-Liga,2024-2025,62,132,103,15,291,23,0.522,11,0.478,190,6,2,17,15
juan berrocal,getafe,La-Liga,2024-2025,246,238,16,8,498,0,,0,,390,1,0,3,0
antonio blanco,alaves,La-Liga,2024-2025,353,991,216,6,1543,21,0.7140000000000001,6,0.28600000000000003,1407,17,0,29,26
daley blind,girona,La-Liga,2024-2025,910,1600,364,21,2860,28,0.536,11,0.39299999999999996,5550,67,3,16,12
adama boiro,athletic club,La-Liga,2024-2025,158,309,165,14,627,26,0.308,16,0.615,890,21,5,23,15
enzo boyomo,osasuna,La-Liga,2024-2025,821,850,69,21,1723,16,0.563,6,0.375,2884,6,1,19,10
enzo boyomo,valladolid,La-Liga,2024-2025,131,79,6,4,215,1,1.0,0,0.0,282,0,0,0,0
darko brasanac,leganes,La-Liga,2024-2025,169,307,197,28,672,7,0.28600000000000003,5,0.7140000000000001,414,12,1,16,9
abel bretones,osasuna,La-Liga,2024-2025,370,605,357,19,1322,35,0.514,13,0.371,1792,44,7,27,18
tajon buchanan,villarreal,La-Liga,2024-2025,41,69,119,25,223,22,0.455,7,0.318,499,9,6,18,7
ante budimir,osasuna,La-Liga,2024-2025,52,335,407,170,780,43,0.233,29,0.674,541,15,8,83,44
manu bueno,sevilla,La-Liga,2024-2025,15,43,33,2,91,2,0.5,1,0.5,121,3,0,2,2
endika bujan,athletic club,La-Liga,2024-2025,0,0,7,2,7,2,0.5,1,0.5,13,0,0,0,0
pau cabanes,villarreal,La-Liga,2024-2025,17,35,71,11,122,12,0.41700000000000004,6,0.5,245,9,5,8,3
pau cabanes,alaves,La-Liga,2024-2025,16,49,63,7,125,13,0.308,7,0.5379999999999999,309,9,3,10,3
leandro cabrera,espanyol,La-Liga,2024-2025,1047,681,76,33,1796,2,0.5,1,0.5,2284,9,0,9,1
fernando calero,espanyol,La-Liga,2024-2025,288,187,24,2,498,0,,0,,525,2,0,6,0
eduardo camavinga,real madrid,La-Liga,2024-2025,272,494,207,15,957,31,0.484,10,0.32299999999999995,1699,27,7,7,11
sergio camello,rayo vallecano,La-Liga,2024-2025,39,173,196,46,398,23,0.565,8,0.348,554,16,8,38,23
jose campana,las palmas,La-Liga,2024-2025,224,577,153,5,946,18,0.444,8,0.444,988,12,1,17,15
peio canales,athletic club,La-Liga,2024-2025,14,63,64,3,140,11,0.455,5,0.455,221,4,2,4,3
antonio candela,valladolid,La-Liga,2024-2025,239,216,80,7,528,15,0.4,9,0.6,841,8,1,8,5
sergi canos,valencia,La-Liga,2024-2025,34,76,122,20,231,13,0.077,12,0.9229999999999999,279,6,4,13,5
dani cardenas,rayo vallecano,La-Liga,2024-2025,189,1,0,0,190,0,,0,,246,0,0,0,0
irvin cardona,espanyol,La-Liga,2024-2025,27,98,123,23,246,13,0.231,8,0.615,460,14,6,22,4
marc cardona,las palmas,La-Liga,2024-2025,16,34,23,6,73,7,0.14300000000000002,6,0.857,55,0,0,2,4
sergi cardona,villarreal,La-Liga,2024-2025,711,632,506,63,1842,30,0.33299999999999996,16,0.5329999999999999,2057,34,10,24,11
johnny cardoso,betis,La-Liga,2024-2025,397,846,201,26,1427,42,0.619,15,0.35700000000000004,1557,16,1,36,23
jose carlos gonzalez,las palmas,La-Liga,2024-2025,1,5,3,0,9,0,,0,,8,0,0,0,0
carmona,sevilla,La-Liga,2024-2025,726,1149,346,20,2192,50,0.38,25,0.5,2754,25,8,37,18
sergio carreira,celta vigo,La-Liga,2024-2025,277,408,380,52,1057,30,0.467,13,0.433,1421,22,16,16,14
dani carvajal,real madrid,La-Liga,2024-2025,126,232,176,12,532,5,0.4,3,0.6,513,5,0,8,6
william carvalho,betis,La-Liga,2024-2025,94,255,87,6,432,5,0.6,1,0.2,592,9,0,6,6
marc casado,barcelona,La-Liga,2024-2025,223,1040,276,9,1536,9,0.444,4,0.444,1540,22,0,17,9
catena,osasuna,La-Liga,2024-2025,988,864,65,40,1905,11,0.727,2,0.182,2558,3,0,11,1
maximiliano caufriez,valencia,La-Liga,2024-2025,17,6,0,0,23,0,,0,,3,0,0,0,0
dani ceballos,real madrid,La-Liga,2024-2025,267,940,277,9,1473,15,0.5329999999999999,3,0.2,2951,30,2,11,7
franco cervi,celta vigo,La-Liga,2024-2025,37,78,45,1,160,2,0.5,1,0.5,173,2,0,3,2
raul chasco,valladolid,La-Liga,2024-2025,36,32,7,0,74,2,0.0,2,1.0,54,0,0,3,1
pep chavarria,rayo vallecano,La-Liga,2024-2025,602,801,500,31,1884,32,0.313,18,0.563,2300,34,6,39,6
walid cheddira,espanyol,La-Liga,2024-2025,21,99,86,33,203,20,0.2,14,0.7,219,6,8,25,9
chema,real madrid,La-Liga,2024-2025,1,1,1,0,3,0,,0,,0,0,0,1,0
julian chicco,leganes,La-Liga,2024-2025,47,109,42,3,196,4,0.5,1,0.25,231,5,0,12,5
chiquinho,mallorca,La-Liga,2024-2025,6,23,48,9,76,13,0.385,7,0.5379999999999999,96,2,1,17,8
andreas christensen,barcelona,La-Liga,2024-2025,75,160,12,1,246,0,,0,,362,3,0,1,0
jasper cillessen,las palmas,La-Liga,2024-2025,1066,13,0,0,1079,0,,0,,2050,0,0,4,0
pathe ciss,rayo vallecano,La-Liga,2024-2025,453,854,154,18,1449,23,0.609,8,0.348,1550,24,1,16,20
seydouba cisse,leganes,La-Liga,2024-2025,273,869,287,28,1409,45,0.667,10,0.222,1797,34,3,32,33
silvi clua,girona,La-Liga,2024-2025,32,72,16,3,116,4,0.5,2,0.5,217,3,1,1,0
eray comert,valladolid,La-Liga,2024-2025,613,474,32,7,1114,4,1.0,0,0.0,1543,3,0,16,2
santi comesana,villarreal,La-Liga,2024-2025,453,958,333,64,1734,34,0.529,14,0.41200000000000003,2451,30,6,35,44
diego conde,villarreal,La-Liga,2024-2025,691,5,0,0,696,0,,0,,1157,0,0,1,0
tomas conechny,alaves,La-Liga,2024-2025,66,197,196,34,457,13,0.462,7,0.5379999999999999,413,18,2,31,9
copete,mallorca,La-Liga,2024-2025,512,446,31,12,987,5,0.8,0,0.0,1360,3,0,7,2
iker cordoba,valencia,La-Liga,2024-2025,5,6,1,0,12,0,,0,,27,0,0,0,0
angel correa,atletico madrid,La-Liga,2024-2025,54,129,243,82,419,38,0.342,24,0.632,768,20,13,29,16
thierry correia,valencia,La-Liga,2024-2025,177,215,170,12,555,23,0.348,12,0.522,785,9,6,17,0
coba da costa,getafe,La-Liga,2024-2025,75,191,245,47,504,56,0.33899999999999997,33,0.589,1076,23,25,26,23
logan costa,villarreal,La-Liga,2024-2025,965,758,69,12,1785,2,0.0,2,1.0,2994,16,0,7,0
samu costa,mallorca,La-Liga,2024-2025,446,1100,298,34,1834,33,0.39399999999999996,16,0.485,1591,18,1,42,35
thibaut courtois,real madrid,La-Liga,2024-2025,1083,5,0,0,1088,1,0.0,1,1.0,1989,0,0,0,0
juan cruz armada,osasuna,La-Liga,2024-2025,296,401,127,4,819,4,0.25,2,0.5,668,7,2,10,3
juan cruz,leganes,La-Liga,2024-2025,176,381,413,41,951,78,0.513,32,0.41,1661,43,21,40,24
pau cubarsi,barcelona,La-Liga,2024-2025,1045,1672,93,17,2805,8,0.75,2,0.25,4999,16,0,7,1
cucho,betis,La-Liga,2024-2025,23,210,237,61,467,26,0.654,9,0.34600000000000003,507,9,14,46,14
arnaut danjuma,villarreal,La-Liga,2024-2025,1,13,34,8,48,4,0.0,4,1.0,98,3,2,3,0
arnaut danjuma,girona,La-Liga,2024-2025,60,144,389,81,588,67,0.358,35,0.522,2010,42,38,33,11
sergi darder,mallorca,La-Liga,2024-2025,173,887,518,29,1558,74,0.45899999999999996,30,0.405,2211,58,7,36,30
rodrigo de paul,atletico madrid,La-Liga,2024-2025,308,1144,517,20,1950,35,0.4,15,0.429,4286,66,3,33,24
mouctar diakhaby,valencia,La-Liga,2024-2025,271,143,29,19,440,4,0.5,2,0.5,486,6,0,5,2
assane diao,betis,La-Liga,2024-2025,12,42,68,19,122,11,0.182,9,0.818,145,3,3,15,2
moussa diarra,alaves,La-Liga,2024-2025,383,495,139,9,1012,14,0.5,5,0.35700000000000004,1080,10,2,17,15
brahim diaz,real madrid,La-Liga,2024-2025,76,417,350,66,833,47,0.511,19,0.40399999999999997,1223,16,12,44,27
daniel diaz,real sociedad,La-Liga,2024-2025,2,1,3,1,6,1,0.0,1,1.0,0,0,0,0,0
pedro diaz,rayo vallecano,La-Liga,2024-2025,116,337,265,19,706,34,0.588,13,0.382,1177,30,2,24,8
diego,leganes,La-Liga,2024-2025,20,135,171,44,322,10,0.4,6,0.6,291,11,5,45,12
stole dimitrievski,valencia,La-Liga,2024-2025,135,9,0,0,143,0,,0,,240,0,0,1,0
yan diomande,leganes,La-Liga,2024-2025,49,108,161,42,309,38,0.605,14,0.368,966,16,20,26,16
alvaro djalo,athletic club,La-Liga,2024-2025,26,77,134,25,230,36,0.389,17,0.47200000000000003,562,23,6,29,13
djene,getafe,La-Liga,2024-2025,406,606,168,17,1164,17,0.41200000000000003,7,0.41200000000000003,1275,10,1,23,17
marko dmitrovic,leganes,La-Liga,2024-2025,1132,13,0,0,1145,1,1.0,0,0.0,1877,0,0,1,0
marc domenech,mallorca,La-Liga,2024-2025,11,26,49,13,84,2,0.5,1,0.5,62,2,0,11,3
carlos dominguez,celta vigo,La-Liga,2024-2025,488,609,25,7,1116,3,0.667,1,0.33299999999999996,1981,12,0,5,0
israel dominguez,sevilla,La-Liga,2024-2025,0,2,0,0,2,0,,0,,0,0,0,0,0
sergi dominguez,barcelona,La-Liga,2024-2025,69,121,3,0,191,0,,0,,284,1,0,0,0
anastasios douvikas,celta vigo,La-Liga,2024-2025,18,84,94,32,192,13,0.308,7,0.5379999999999999,150,7,4,23,19
domingos duarte,getafe,La-Liga,2024-2025,454,412,22,9,878,0,,0,,626,2,0,2,2
duk,leganes,La-Liga,2024-2025,12,29,56,9,95,19,0.526,8,0.42100000000000004,207,4,5,12,5
pablo duran,celta vigo,La-Liga,2024-2025,68,257,265,64,584,42,0.28600000000000003,28,0.667,643,14,13,42,20
hugo duro,valencia,La-Liga,2024-2025,47,328,265,90,633,20,0.35,13,0.65,364,8,7,58,32
chidera ejuke,sevilla,La-Liga,2024-2025,66,272,292,43,612,85,0.5529999999999999,33,0.38799999999999996,1898,35,26,35,22
aritz elustondo,real sociedad,La-Liga,2024-2025,462,581,53,12,1092,8,0.375,4,0.5,1854,6,1,14,6
adri embarba,rayo vallecano,La-Liga,2024-2025,104,333,433,44,847,56,0.35700000000000004,30,0.536,1257,33,12,61,24
endrick,real madrid,La-Liga,2024-2025,7,41,80,23,127,11,0.364,6,0.545,308,5,10,10,3
alfonso espino,rayo vallecano,La-Liga,2024-2025,217,288,139,10,637,14,0.35700000000000004,7,0.5,675,13,4,10,9
dario essugo,las palmas,La-Liga,2024-2025,362,732,148,10,1228,18,0.667,5,0.278,1382,21,2,35,21
etienne etoo,rayo vallecano,La-Liga,2024-2025,1,5,7,2,13,2,0.0,2,1.0,0,0,0,2,0
karl etta,villarreal,La-Liga,2024-2025,1,2,6,1,9,0,,0,,0,0,0,4,0
edu exposito,espanyol,La-Liga,2024-2025,105,308,230,26,630,28,0.536,13,0.46399999999999997,954,20,4,29,18
abde ezzalzouli,betis,La-Liga,2024-2025,120,407,585,151,1080,103,0.447,37,0.359,3025,75,58,64,50
ansu fati,barcelona,La-Liga,2024-2025,8,59,105,22,170,11,0.455,5,0.455,234,7,4,10,4
nabil fekir,betis,La-Liga,2024-2025,3,52,53,6,108,5,0.0,4,0.8,259,4,2,4,6
kiko femenia,villarreal,La-Liga,2024-2025,630,812,280,9,1710,24,0.708,6,0.25,2602,30,0,22,10
aitor fernandez,osasuna,La-Liga,2024-2025,50,0,0,0,50,0,,0,,105,0,0,0,0
alvaro fernandez,sevilla,La-Liga,2024-2025,347,2,0,0,349,0,,0,,400,0,0,0,0
pelayo fernandez,rayo vallecano,La-Liga,2024-2025,26,14,0,0,39,0,,0,,38,0,0,0,1
roberto fernandez,espanyol,La-Liga,2024-2025,70,222,151,37,436,27,0.40700000000000003,16,0.593,283,10,3,55,16
valery fernandez,mallorca,La-Liga,2024-2025,22,69,44,8,133,6,0.16699999999999998,5,0.833,126,3,1,5,3
andre ferreira,valladolid,La-Liga,2024-2025,215,1,0,0,216,0,,0,,280,0,0,0,0
mateo flores,betis,La-Liga,2024-2025,27,47,11,1,84,0,,0,,55,0,0,3,3
pablo fornals,betis,La-Liga,2024-2025,171,684,428,36,1272,28,0.28600000000000003,20,0.7140000000000001,1523,34,7,24,16
hector fort,barcelona,La-Liga,2024-2025,111,300,166,17,573,9,0.222,7,0.778,679,15,2,4,4
dimitri foulquier,valencia,La-Liga,2024-2025,451,770,319,26,1530,33,0.242,16,0.485,2372,33,7,30,16
juan foyth,villarreal,La-Liga,2024-2025,631,460,111,21,1190,9,0.444,4,0.444,2328,14,0,11,2
fran,real madrid,La-Liga,2024-2025,22,0,0,0,22,0,,0,,23,0,0,0,0
alejandro frances,girona,La-Liga,2024-2025,343,503,130,7,969,14,0.5,6,0.429,1469,9,1,8,1
enric franquesa,leganes,La-Liga,2024-2025,89,157,68,6,306,21,0.429,7,0.33299999999999996,337,10,2,21,2
jorge de frutos,rayo vallecano,La-Liga,2024-2025,165,328,544,107,1010,104,0.308,62,0.596,2074,50,28,81,38
dario fuentes,sevilla,La-Liga,2024-2025,0,0,2,0,2,0,,0,,0,0,0,0,0
manuel fuster,las palmas,La-Liga,2024-2025,93,364,288,23,742,17,0.294,9,0.529,1016,15,3,20,16
javi galan,atletico madrid,La-Liga,2024-2025,406,529,344,16,1270,78,0.359,38,0.48700000000000004,2315,34,6,22,15
inigo ruiz de galarreta,athletic club,La-Liga,2024-2025,153,618,222,8,978,23,0.696,5,0.217,1266,14,3,17,16
conor gallagher,atletico madrid,La-Liga,2024-2025,232,555,287,38,1062,42,0.405,18,0.429,1104,23,7,25,23
facundo garces,alaves,La-Liga,2024-2025,122,137,21,13,280,0,,0,,187,0,0,2,0
alvaro garcia,rayo vallecano,La-Liga,2024-2025,204,357,611,127,1164,27,0.37,15,0.556,1484,28,25,61,16
eric garcia,barcelona,La-Liga,2024-2025,369,927,225,25,1517,12,0.41700000000000004,5,0.41700000000000004,1877,12,1,17,5
fran garcia,real madrid,La-Liga,2024-2025,498,703,606,33,1792,23,0.348,15,0.652,2683,52,15,20,10
gonzalo garcia,real madrid,La-Liga,2024-2025,1,6,15,5,22,0,,0,,19,0,0,0,3
joan garcia,espanyol,La-Liga,2024-2025,1341,7,1,1,1348,0,,0,,3182,0,0,2,0
pablo garcia,betis,La-Liga,2024-2025,3,7,14,2,23,2,0.5,1,0.5,59,0,1,3,1
ruben garcia,osasuna,La-Liga,2024-2025,205,649,629,64,1467,36,0.33299999999999996,20,0.556,1382,46,13,39,21
unai garcia,osasuna,La-Liga,2024-2025,25,16,2,1,43,0,,0,,41,0,0,1,0
yarek gasiorowski,valencia,La-Liga,2024-2025,295,309,22,6,620,0,,0,,736,2,0,1,0
gavi,barcelona,La-Liga,2024-2025,107,601,240,34,943,18,0.5,5,0.278,1128,16,1,19,9
paulo gazzaniga,girona,La-Liga,2024-2025,1283,6,0,0,1289,4,0.75,1,0.25,2167,0,0,1,0
bryan gil,girona,La-Liga,2024-2025,110,356,568,82,1019,104,0.39399999999999996,52,0.5,2103,43,34,56,39
dani gomez,valencia,La-Liga,2024-2025,12,49,78,22,137,10,0.3,7,0.7,103,4,2,11,8
moi gomez,osasuna,La-Liga,2024-2025,92,337,146,7,571,26,0.5379999999999999,11,0.423,524,10,1,10,8
sergi gomez,espanyol,La-Liga,2024-2025,280,131,8,4,419,0,,0,,376,0,0,1,0
sergio gomez,real sociedad,La-Liga,2024-2025,292,746,708,52,1724,51,0.431,25,0.49,1912,46,6,45,16
unai gomez,athletic club,La-Liga,2024-2025,63,215,168,21,439,29,0.414,12,0.414,617,17,3,23,21
fabio gonzalez,las palmas,La-Liga,2024-2025,5,41,11,2,57,0,,0,,85,0,0,1,0
peter gonzalez,getafe,La-Liga,2024-2025,29,68,119,16,211,15,0.2,10,0.667,187,5,4,17,15
urko gonzalez,espanyol,La-Liga,2024-2025,205,334,83,11,610,17,0.353,10,0.588,1133,14,3,18,12
urko gonzalez,real sociedad,La-Liga,2024-2025,7,10,3,1,20,0,,0,,5,0,0,1,2
andoni gorosabel,athletic club,La-Liga,2024-2025,292,547,252,13,1084,14,0.5,7,0.5,691,18,3,18,14
jose gragera,espanyol,La-Liga,2024-2025,74,190,21,4,284,4,0.25,2,0.5,216,0,0,3,1
dominik greif,mallorca,La-Liga,2024-2025,1098,11,0,0,1109,2,1.0,0,0.0,1668,0,0,1,0
antoine griezmann,atletico madrid,La-Liga,2024-2025,216,748,729,93,1676,35,0.429,18,0.514,2040,56,6,41,20
florian grillitsch,valladolid,La-Liga,2024-2025,91,266,49,4,398,15,0.733,3,0.2,706,4,0,5,5
vicente guaita,celta vigo,La-Liga,2024-2025,1033,6,0,0,1039,0,,0,,1561,0,0,3,1
sergi guardiola,rayo vallecano,La-Liga,2024-2025,11,55,64,18,130,2,0.0,2,1.0,90,3,1,11,5
nemanja gudelj,sevilla,La-Liga,2024-2025,703,789,150,5,1634,9,0.667,2,0.222,1401,8,0,19,3
javier guerra,valencia,La-Liga,2024-2025,354,939,401,49,1669,78,0.37200000000000005,45,0.5770000000000001,2585,42,13,50,54
ander guevara,alaves,La-Liga,2024-2025,265,761,189,12,1208,15,0.6,5,0.33299999999999996,1078,16,0,22,19
pape gueye,villarreal,La-Liga,2024-2025,355,807,308,65,1456,33,0.33299999999999996,16,0.485,2199,28,7,33,19
hugo guillamon,valencia,La-Liga,2024-2025,62,129,37,1,228,2,0.5,1,0.5,129,1,0,3,3
carlos guirao,betis,La-Liga,2024-2025,14,38,10,1,60,1,1.0,0,0.0,60,1,0,1,2
arda guler,real madrid,La-Liga,2024-2025,131,477,460,50,1058,45,0.444,20,0.444,1720,33,10,23,9
gerard gumbau,rayo vallecano,La-Liga,2024-2025,104,276,129,10,507,4,0.5,2,0.5,365,9,0,8,2
jon guridi,alaves,La-Liga,2024-2025,122,493,335,60,939,26,0.308,16,0.615,1129,31,4,38,17
gorka guruzeta,athletic club,La-Liga,2024-2025,67,342,240,78,643,20,0.55,9,0.45,375,12,2,48,20
miguel gutierrez,girona,La-Liga,2024-2025,365,671,722,50,1741,55,0.527,24,0.436,2320,48,11,37,25
munir el haddadi,leganes,La-Liga,2024-2025,34,176,164,17,372,21,0.33299999999999996,12,0.5710000000000001,357,9,1,22,25
sebastien haller,leganes,La-Liga,2024-2025,21,66,45,11,129,3,0.33299999999999996,1,0.33299999999999996,105,2,0,17,5
henrique,valladolid,La-Liga,2024-2025,75,139,24,1,237,7,0.429,3,0.429,355,3,0,3,4
javi hernandez,leganes,La-Liga,2024-2025,425,607,309,27,1323,29,0.552,12,0.414,1835,32,5,27,26
aridane hernandez,rayo vallecano,La-Liga,2024-2025,394,270,17,12,680,6,0.5,2,0.33299999999999996,566,0,0,4,1
jorge herrando,osasuna,La-Liga,2024-2025,419,422,34,17,871,1,1.0,0,0.0,1149,3,0,4,1
ander herrera,athletic club,La-Liga,2024-2025,37,151,49,6,236,5,0.4,1,0.2,196,4,0,3,2
sergio herrera,osasuna,La-Liga,2024-2025,1344,14,0,0,1358,1,1.0,0,0.0,2294,0,0,2,0
yangel herrera,girona,La-Liga,2024-2025,317,739,362,60,1405,47,0.40399999999999997,19,0.40399999999999997,1760,35,3,54,35
juan herzog,las palmas,La-Liga,2024-2025,492,297,27,20,812,2,0.0,1,0.5,569,1,0,2,0
omar el hilali,espanyol,La-Liga,2024-2025,869,935,208,5,1992,29,0.586,7,0.24100000000000002,2372,21,2,21,7
roger hinojo,espanyol,La-Liga,2024-2025,3,2,6,0,11,0,,0,,23,0,0,0,0
dinko horkas,las palmas,La-Liga,2024-2025,538,22,0,0,560,1,1.0,0,0.0,929,0,0,0,0
pablo ibanez,osasuna,La-Liga,2024-2025,109,391,185,31,673,27,0.48100000000000004,10,0.37,985,20,3,20,16
stanis idumbo,sevilla,La-Liga,2024-2025,26,54,55,6,130,19,0.474,9,0.474,332,5,4,12,11
iglesias,getafe,La-Liga,2024-2025,471,763,412,15,1627,32,0.406,16,0.5,1355,37,4,36,15
borja iglesias,celta vigo,La-Liga,2024-2025,48,362,284,83,685,32,0.344,18,0.563,536,13,13,62,32
kelechi iheanacho,sevilla,La-Liga,2024-2025,9,50,49,14,108,4,0.5,2,0.5,126,3,2,10,4
isco,betis,La-Liga,2024-2025,96,663,638,68,1375,59,0.45799999999999996,28,0.475,2047,54,5,54,27
diego iturralde,sevilla,La-Liga,2024-2025,6,5,5,1,16,1,0.0,1,1.0,3,0,0,2,0
ivan jaime pajuelo,valencia,La-Liga,2024-2025,11,57,86,13,149,16,0.313,7,0.43799999999999994,303,8,2,13,7
karl jakob hein,valladolid,La-Liga,2024-2025,1237,17,0,0,1254,0,,0,,1987,0,0,3,0
adnan januzaj,las palmas,La-Liga,2024-2025,31,218,216,15,459,38,0.368,22,0.579,781,14,5,31,9
mikel jauregizar,athletic club,La-Liga,2024-2025,276,847,306,12,1418,42,0.47600000000000003,16,0.381,1261,25,1,35,23
john joe,getafe,La-Liga,2024-2025,5,10,18,1,33,5,0.4,3,0.6,47,1,0,4,1
jofre,espanyol,La-Liga,2024-2025,137,334,384,71,839,112,0.348,59,0.527,2141,51,27,64,40
frenkie de jong,barcelona,La-Liga,2024-2025,137,821,271,13,1226,8,0.625,3,0.375,2630,38,1,5,7
joan jordan,alaves,La-Liga,2024-2025,130,598,321,11,1034,7,0.857,1,0.14300000000000002,845,19,1,16,7
juanmi,getafe,La-Liga,2024-2025,23,107,92,20,220,10,0.4,6,0.6,186,5,1,27,8
juanmi,betis,La-Liga,2024-2025,23,46,41,14,109,8,0.5,3,0.375,101,1,2,7,4
juanpe,girona,La-Liga,2024-2025,368,293,18,1,676,0,,0,,1031,4,0,3,1
abdulai juma bah,valladolid,La-Liga,2024-2025,321,194,10,8,523,4,0.75,1,0.25,459,1,0,3,5
luiz lucio reis junior,villarreal,La-Liga,2024-2025,535,7,0,0,542,0,,0,,993,0,0,1,0
vinicius junior,real madrid,La-Liga,2024-2025,75,378,839,199,1261,191,0.429,95,0.49700000000000005,4525,87,106,72,49
stanko juric,valladolid,La-Liga,2024-2025,423,505,65,10,981,10,0.6,4,0.4,789,6,2,21,14
willy kambwala,villarreal,La-Liga,2024-2025,431,262,17,6,706,5,1.0,0,0.0,846,2,1,9,5
abdoulaye keita,getafe,La-Liga,2024-2025,10,19,12,1,41,3,0.33299999999999996,2,0.667,24,0,0,3,3
kenedy,valladolid,La-Liga,2024-2025,0,1,4,2,5,1,0.0,1,1.0,4,0,0,0,1
kike,alaves,La-Liga,2024-2025,70,404,433,120,891,35,0.371,20,0.5710000000000001,739,18,10,98,42
koke,atletico madrid,La-Liga,2024-2025,455,1075,313,10,1829,22,0.409,11,0.5,2255,21,0,15,8
jules kounde,barcelona,La-Liga,2024-2025,567,1194,706,79,2453,50,0.44,27,0.54,2501,42,7,41,13
alex kral,espanyol,La-Liga,2024-2025,278,646,253,45,1155,55,0.527,21,0.382,1902,33,7,52,29
ladislav krejci,girona,La-Liga,2024-2025,1089,1175,106,28,2351,12,0.583,4,0.33299999999999996,5129,18,1,15,8
takefusa kubo,real sociedad,La-Liga,2024-2025,126,537,703,118,1341,157,0.478,66,0.42,3647,63,57,89,48
marash kumbulla,espanyol,La-Liga,2024-2025,1149,653,51,24,1845,8,0.5,2,0.25,2892,11,0,14,1
luca de la torre,celta vigo,La-Liga,2024-2025,0,8,0,0,8,1,0.0,1,1.0,24,0,0,0,0
yoel lago,celta vigo,La-Liga,2024-2025,274,205,10,2,487,5,0.6,1,0.2,776,3,0,5,1
cyle larin,mallorca,La-Liga,2024-2025,55,266,247,72,560,30,0.267,20,0.667,550,18,9,72,58
juanmi latasa,valladolid,La-Liga,2024-2025,28,202,163,74,390,15,0.5329999999999999,6,0.4,126,3,0,31,18
toni lato,mallorca,La-Liga,2024-2025,121,159,119,3,396,4,0.0,4,1.0,434,9,1,6,2
robin le normand,atletico madrid,La-Liga,2024-2025,805,677,44,19,1523,4,0.5,2,0.5,2052,7,0,14,6
florian lejeune,rayo vallecano,La-Liga,2024-2025,1336,1051,111,38,2486,6,0.667,1,0.16699999999999998,4056,13,1,17,4
